,DT_COMPTC,CAPTC_DIA,RESG_DIA,IBOV,Dol,NDX,SPX,Fluxo
763,2008-01-21,382662755.25000006,236726142.84999993,53709.1,1.8306,,,145936612.40000013
764,2008-01-22,353206711.65000004,443448131.5599999,56097.2,1.7924,1795.61,1310.5,-90241419.90999985
765,2008-01-23,287189590.8600001,643491620.6899998,54234.8,1.8245,1789.53,1338.6,-356302029.82999974
766,2008-01-24,217877143.33999997,270778242.48000014,57463.3,1.7855,1826.92,1352.07,-52901099.140000165
767,2008-01-25,105175145.2,103933059.97000004,,1.7816,1789.17,1330.61,1242085.2299999595
768,2008-01-28,168220034.64999992,129077055.67999998,58593.8,1.7839,1805.08,1353.97,39142978.96999994
769,2008-01-29,151109908.71000013,187170726.57000008,59529.6,1.78,1807.67,1362.3,-36060817.859999955
770,2008-01-30,215064175.66,163235127.72999993,60289.4,1.7797,1808.51,1355.81,51829047.93000007
771,2008-01-31,161990505.89,186790445.90000004,59490.4,1.7592,1841.42,1378.55,-24799940.01000005
772,2008-02-01,209320882.58999997,257929503.06,61079.8,1.7454,1855.27,1395.42,-48608620.47000003
773,2008-02-06,267665885.98000002,178665232.07000002,58968.5,1.7522,1740.95,1326.45,89000653.91
774,2008-02-07,88935140.91999993,167339223.57999998,58965.5,1.7572,1753.3,1336.91,-78404082.66000006
775,2008-02-08,75293808.24000002,161104940.5,59076.0,1.7692,1773.74,1331.29,-85811132.25999998
776,2008-02-11,145660020.34999996,98041986.60999995,60643.2,1.7574,1793.09,1339.13,47618033.74000001
777,2008-02-12,142706072.82000002,184311109.03999996,61805.5,1.7495,1780.54,1348.86,-41605036.21999994
778,2008-02-13,125615031.38,209875926.2000001,62590.6,1.7426,1823.0,1367.21,-84260894.82000011
779,2008-02-14,126405935.15999998,335656023.11999995,61819.0,1.7502,1787.59,1348.86,-209250087.95999998
780,2008-02-15,167840684.24,203843520.62000006,61271.9,1.7534,1780.38,1350.0,-36002836.380000055
781,2008-02-18,251248284.4099999,141165174.26,62801.4,1.7353,,,110083110.14999992
782,2008-02-19,137670282.01000005,109276525.41,62296.5,1.7322,1764.81,1348.78,28393756.600000054
783,2008-02-20,256865159.08000004,202360729.84999996,63747.5,1.7225,1787.45,1360.03,54504429.23000008
784,2008-02-21,171382775.08,154169015.72,63792.2,1.7095,1766.3,1342.53,17213759.360000014
785,2008-02-22,155737598.38999996,144665221.50000003,64608.8,1.7075,1773.44,1353.11,11072376.889999926
786,2008-02-25,168504476.51000002,166812779.51000005,65000.9,1.705,1785.46,1371.8,1691696.9999999702
787,2008-02-26,274228309.26000005,142124333.57000002,65182.6,1.6839,1791.31,1381.29,132103975.69000003
788,2008-02-27,175951549.38,183887345.00999996,65494.9,1.6705,1799.94,1380.02,-7935795.629999965
789,2008-02-28,184418531.38000005,362390425.32000005,65555.1,1.6689,1794.46,1367.68,-177971893.94
790,2008-02-29,158809441.57000005,215689097.02000007,63489.3,1.6907,1745.27,1330.63,-56879655.45000002
791,2008-03-03,276613364.1399999,196792121.47000006,64490.5,1.672,1733.27,1331.34,79821242.66999987
792,2008-03-04,199495726.09999996,105050213.56000003,63655.5,1.6859,1743.7,1326.75,94445512.53999993
793,2008-03-05,518075007.34000003,137876815.89,64629.5,1.6701,1753.57,1333.7,380198191.45000005
794,2008-03-06,228001423.20999992,81364265.27000001,62974.6,1.6789,1712.5,1304.34,146637157.9399999
795,2008-03-07,268961797.0900001,376587387.94999987,61868.0,1.6834,1707.5,1293.37,-107625590.85999978
796,2008-03-10,314513062.17000014,93176779.05000006,59999.3,1.7064,1673.03,1273.37,221336283.12000006
797,2008-03-11,296988914.18,245911336.38,62367.7,1.6822,1740.95,1320.65,51077577.80000001
798,2008-03-12,161968927.01,94139378.88999999,62176.6,1.6738,1735.18,1308.77,67829548.12
799,2008-03-13,98751283.97000001,107997421.39000002,62279.7,1.6918,1750.4,1315.48,-9246137.420000002
800,2008-03-14,232349825.3100001,162456306.68000007,61991.0,1.7119,1713.83,1288.14,69893518.63000003
801,2008-03-17,160493828.57,140245106.33999997,60011.8,1.7226,1687.19,1276.6,20248722.23000002
802,2008-03-18,242000560.98999998,175922690.00999993,61932.8,1.6891,1761.05,1330.74,66077870.98000005
803,2008-03-19,120375498.82,147270594.48,58827.4,1.7205,1715.59,1298.42,-26895095.659999996
804,2008-03-20,115712926.11,220931738.11000007,58987.3,1.7328,1751.99,1329.51,-105218812.00000007
805,2008-03-24,307403349.8100003,146520876.07000002,59812.5,1.7465,1814.4,1349.88,160882473.74000028
806,2008-03-25,107500542.35999994,107663182.24999997,61234.1,1.7309,1824.54,1352.99,-162639.8900000304
807,2008-03-26,86446601.33999999,123898012.12,61415.3,1.7251,1817.28,1341.13,-37451410.780000016
808,2008-03-27,194041413.44000003,243266780.87,60761.7,1.736,1777.89,1325.76,-49225367.42999998
809,2008-03-28,140685080.53000003,157578365.50999996,60452.1,1.7434,1767.57,1315.22,-16893284.97999993
810,2008-03-31,461497695.2200002,153914820.92000002,60968.1,1.7519,1781.93,1322.7,307582874.3000002
811,2008-04-01,97505171.62,127614976.72000003,62774.9,1.7444,1855.48,1370.18,-30109805.100000024
812,2008-04-02,153573035.81999993,149647750.77,63364.4,1.727,1848.8,1367.53,3925285.0499999225
813,2008-04-03,116716818.94000001,236066052.74999997,64175.1,1.717,1855.19,1369.31,-119349233.80999996
814,2008-04-04,90969412.35000002,249626778.21000016,64446.0,1.7095,1865.87,1370.4,-158657365.86000013
815,2008-04-07,234477044.38000005,311787331.9800001,64175.6,1.7039,1860.83,1372.54,-77310287.60000002
816,2008-04-08,101907398.32000002,310316868.51,64539.5,1.6935,1846.14,1365.54,-208409470.18999997
817,2008-04-09,105862691.87000002,265687073.28999996,63476.9,1.6885,1826.19,1354.49,-159824381.41999996
818,2008-04-10,117011984.66999994,275350260.4300001,63527.1,1.684,1852.97,1360.55,-158338275.76000017
819,2008-04-11,204354143.44,206471880.29999992,62585.2,1.6906,1798.72,1332.83,-2117736.859999925
820,2008-04-14,113897881.44000004,346611603.31,62153.4,1.687,1790.93,1328.32,-232713721.86999995
821,2008-04-15,105949863.29000002,164871931.13000005,62618.4,1.6833,1794.73,1334.43,-58922067.84000003
822,2008-04-16,110472515.85000002,602575244.8399997,64151.9,1.6619,1846.89,1364.71,-492102728.98999965
823,2008-04-17,513404177.3100001,376950421.97999996,64552.4,1.6577,1840.88,1365.56,136453755.33000016
824,2008-04-18,221314552.98000002,255895285.26999992,64922.7,1.669,1900.28,1390.33,-34580732.2899999
825,2008-04-22,90803059.84000003,648561322.4400002,65412.7,1.6602,1881.65,1375.94,-557758262.6000001
826,2008-04-23,500960209.71,262255139.15999994,64947.5,1.6579,1906.66,1379.93,238705070.55000004
827,2008-04-24,101725375.98,338656067.0500002,64576.3,1.67,1924.58,1388.82,-236930691.07000017
828,2008-04-25,254595041.65000007,308627549.2900001,65187.3,1.6667,1918.58,1397.84,-54032507.640000015
829,2008-04-28,269755702.7100001,133357038.50000003,65677.7,1.6884,1923.26,1396.37,136398664.21000007
830,2008-04-29,171386567.8899999,146394347.10000002,63825.7,1.7044,1933.6,1390.94,24992220.789999872
831,2008-04-30,439703273.3400002,260970538.4999999,67868.5,1.6629,1917.7,1385.59,178732734.8400003
832,2008-05-02,219059794.48000002,137970423.26999998,69366.4,1.6498,1981.87,1413.9,81089371.21000004
833,2008-05-05,419067114.2700001,226650936.8100001,70174.9,1.658,1975.82,1407.49,192416177.46
834,2008-05-06,243789156.07000002,357779287.80999994,70195.3,1.6597,1990.61,1418.26,-113990131.73999992
835,2008-05-07,227907536.17000008,377700015.3099999,69017.7,1.6892,1951.42,1392.57,-149792479.1399998
836,2008-05-08,283846569.53999984,341770625.3099996,69722.3,1.6928,1966.86,1397.68,-57924055.76999974
837,2008-05-09,268282010.27999994,113223566.91000007,69645.7,1.6852,1960.29,1388.28,155058443.3699999
838,2008-05-12,241206277.0600001,158558291.19999996,70415.8,1.6645,1997.02,1403.58,82647985.86000013
839,2008-05-13,499401375.4000002,188925966.30000007,70503.3,1.6557,2000.61,1403.04,310475409.10000014
840,2008-05-14,229739583.34999996,227845843.64999992,70026.6,1.663,1997.3,1408.66,1893739.7000000477
841,2008-05-15,254207230.21999994,233210648.51999995,71492.4,1.6545,2031.34,1423.57,20996581.699999988
842,2008-05-16,389514066.0300001,378510062.5200001,72766.9,1.641,2031.27,1425.35,11004003.50999999
843,2008-05-19,290019280.01000005,269975028.16999996,73438.8,1.6488,2016.6,1426.63,20044251.840000093
844,2008-05-20,445053426.7399999,716763768.5300002,73516.8,1.6495,2000.67,1413.4,-271710341.7900003
845,2008-05-21,340934393.79000026,195456455.91000003,72294.8,1.6582,1956.8,1390.71,145477937.88000023
846,2008-05-23,427620677.6600001,435962726.01999986,71451.8,1.6593,1958.96,1375.93,-8342048.359999776
847,2008-05-26,259384197.89999983,213021816.47000015,71628.7,1.6587,,,46362381.42999968
848,2008-05-27,777355057.83,288431956.4,70992.1,1.6705,1995.44,1385.35,488923101.43000007
849,2008-05-28,275322012.80000013,143545956.62999994,73153.2,1.6547,2000.07,1390.84,131776056.1700002
850,2008-05-29,250605492.52999994,149863791.14000013,71797.5,1.637,2019.02,1398.26,100741701.3899998
851,2008-05-30,550841150.7300001,149223239.76999998,72592.5,1.627,2032.57,1400.38,401617910.96000016
852,2008-06-02,382680674.05,185710123.64,71897.3,1.6315,2006.84,1385.67,196970550.41000003
853,2008-06-03,342221576.37,133405838.58000007,70011.9,1.6286,1996.79,1377.65,208815737.78999993
854,2008-06-04,357678308.1199998,108578699.15999994,68673.1,1.6287,2021.45,1377.2,249099608.9599999
855,2008-06-05,572825058.3499997,176777939.86999995,71209.1,1.6264,2055.11,1404.05,396047118.4799997
856,2008-06-06,460783028.21999985,75993354.72999997,69785.9,1.6341,1990.39,1360.68,384789673.4899999
857,2008-06-09,406720324.63999987,247763921.18000007,69281.2,1.6262,1979.71,1361.76,158956403.4599998
858,2008-06-10,219524809.23000002,233059590.40000007,67774.9,1.6455,1972.54,1358.44,-13534781.170000046
859,2008-06-11,327461610.12,177885364.50000003,66794.8,1.6408,1924.33,1335.49,149576245.61999997
860,2008-06-12,264024175.56000003,144178434.0,67319.6,1.6342,1924.26,1339.87,119845741.56000003
861,2008-06-13,1171614570.2700002,86268904.36999995,67203.5,1.6355,1966.01,1360.03,1085345665.9000003
862,2008-06-16,327257913.66999984,115455039.42000003,67284.6,1.6247,1984.76,1360.14,211802874.24999982
863,2008-06-17,219982090.5899999,120383504.57999997,68437.5,1.6073,1972.82,1350.93,99598586.00999995
864,2008-06-18,237622785.77999994,218409983.53999984,67090.5,1.6063,1951.1,1337.81,19212802.2400001
865,2008-06-19,211763763.9300001,112164122.48999998,66590.4,1.603,1982.69,1342.83,99599641.44000012
866,2008-06-20,442130377.91999996,192096169.83999985,64613.8,1.6057,1928.39,1317.93,250034208.0800001
867,2008-06-23,238339473.32999998,126366508.75999999,64640.4,1.6115,1913.31,1318.0,111972964.57
868,2008-06-24,136797903.77,105159929.98,64167.8,1.6028,1903.74,1314.29,31637973.790000007
869,2008-06-25,196790195.85999995,120341024.58000004,65853.3,1.5915,1933.86,1321.97,76449171.27999991
870,2008-06-26,207776164.66000006,64474074.929999985,63946.9,1.6042,1855.39,1283.15,143302089.73000008
871,2008-06-27,137297961.32000005,113723956.0199999,64321.1,1.594,1855.72,1278.38,23574005.300000146
872,2008-06-30,266466989.88000014,80486016.3,65017.6,1.6037,1837.09,1280.0,185980973.58000016
873,2008-07-01,159328876.53999993,70358844.30999997,63396.2,1.598,1862.71,1284.91,88970032.22999996
874,2008-07-02,212223386.17000002,158576398.98000002,61106.2,1.6086,1816.15,1261.52,53646987.19
875,2008-07-03,251950829.80000004,199881791.29999992,59273.4,1.6137,1816.35,1262.9,52069038.50000012
876,2008-07-04,381813507.7,146926196.85999992,59365.4,1.607,,,234887310.84000006
877,2008-07-07,144326358.12,152722578.9699999,59088.2,1.6015,1826.93,1252.31,-8396220.849999905
878,2008-07-08,119578576.61999997,96121848.70000005,59535.9,1.612,1871.28,1273.7,23456727.919999927
879,2008-07-09,45680791.970000006,167004672.42000005,,1.6095,1819.18,1244.69,-121323880.45000005
880,2008-07-10,113935303.79999995,100077190.63000003,60252.7,1.605,1839.57,1253.39,13858113.169999927
881,2008-07-11,95925162.24,128744354.22999997,60148.3,1.601,1810.88,1239.49,-32819191.98999998
882,2008-07-14,209256476.33,110263767.86000001,60720.9,1.5948,1798.03,1228.3,98992708.47
883,2008-07-15,82987194.28999999,84675477.43000002,61015.1,1.5931,1798.35,1214.91,-1688283.1400000304
884,2008-07-16,130616893.90000004,176432343.08,62056.5,1.5966,1843.87,1245.36,-45815449.17999998
885,2008-07-17,143163688.76999998,142990770.90000004,60108.7,1.5983,1853.47,1260.32,172917.86999994516
886,2008-07-18,284319359.4199999,98870703.74000002,59988.1,1.5893,1823.23,1260.68,185448655.6799999
887,2008-07-21,186400021.1900001,109204057.54000002,60771.8,1.5814,1819.76,1260.0,77195963.65000007
888,2008-07-22,163890149.63999996,112420469.39999996,59647.3,1.5792,1821.62,1277.0,51469680.239999995
889,2008-07-23,125107591.31000003,156944183.66,59420.9,1.5836,1845.56,1282.19,-31836592.349999964
890,2008-07-24,104817392.04000004,63839671.66000001,57434.4,1.5781,1816.98,1252.54,40977720.380000025
891,2008-07-25,502394309.4100001,142254074.38,57199.1,1.5728,1846.55,1257.76,360140235.0300001
892,2008-07-28,182991783.02999994,194522883.17999983,56869.0,1.5757,1802.99,1234.37,-11531100.149999887
893,2008-07-29,119156428.04,299422079.3899998,58042.9,1.5686,1845.55,1263.2,-180265651.3499998
894,2008-07-30,299368123.25,117711266.93,59997.6,1.562,1852.8,1284.26,181656856.32
895,2008-07-31,176083705.12000003,59680037.75000004,59505.2,1.5654,1849.15,1267.38,116403667.37
896,2008-08-01,259579794.79999998,132721804.18999992,57630.4,1.56,1826.56,1260.31,126857990.61000006
897,2008-08-04,257070639.62000003,235302039.38000005,55609.1,1.5619,1804.84,1249.02,21768600.23999998
898,2008-08-05,167687470.61,135507569.23,56470.6,1.5746,1869.76,1284.88,32179901.380000025
899,2008-08-06,88220006.21999997,156633655.07999995,57542.5,1.5775,1895.21,1289.19,-68413648.85999998
900,2008-08-07,95347458.00999996,77902571.48999996,57017.6,1.5972,1880.09,1266.07,17444886.519999996
901,2008-08-08,136476972.24,88277080.91000006,56584.4,1.6087,1926.23,1296.32,48199891.32999995
902,2008-08-11,474873793.18999994,93899679.54,54720.3,1.6236,1941.23,1305.32,380974113.6499999
903,2008-08-12,146630798.97,109332500.16000001,54503.0,1.6226,1941.07,1289.59,37298298.80999999
904,2008-08-13,85521705.93000004,100721315.0,54573.2,1.6115,1942.02,1285.83,-15199609.069999963
905,2008-08-14,45977592.019999996,118796805.84,55138.4,1.6236,1964.38,1292.93,-72819213.82000001
906,2008-08-15,80175254.40000002,46030671.42000002,54244.0,1.638,1957.56,1298.2,34144582.980000004
907,2008-08-18,91749384.37999995,142422725.51000002,53326.5,1.6394,1932.7,1278.6,-50673341.13000007
908,2008-08-19,150921201.81999993,154650458.61000004,53638.7,1.6234,1908.68,1266.69,-3729256.790000111
909,2008-08-20,80365652.16000004,174719591.67,55377.1,1.6185,1913.02,1274.54,-94353939.50999995
910,2008-08-21,97249668.02000003,131668487.60000002,55934.7,1.609,1906.74,1277.72,-34418819.58
911,2008-08-22,97492463.50999998,153736492.64000002,55850.1,1.627,1931.47,1292.2,-56244029.13000004
912,2008-08-25,86317881.45999998,98845252.56,54477.3,1.6312,1889.72,1266.84,-12527371.100000024
913,2008-08-26,163136629.65,148909695.36999995,54358.7,1.6288,1886.32,1271.51,14226934.28000006
914,2008-08-27,116782465.68,226784809.76999998,55519.2,1.6219,1900.3,1281.66,-110002344.08999997
915,2008-08-28,158172733.07999998,209537868.13000003,56382.2,1.6324,1915.12,1300.68,-51365135.05000004
916,2008-08-29,210033801.15999997,145962436.80000004,55680.4,1.6315,1872.54,1282.83,64071364.359999925
917,2008-09-01,85426616.68000002,80854729.71000001,55162.1,1.6497,,,4571886.970000014
918,2008-09-02,215987187.04999998,183898091.18999988,54404.4,1.6592,1850.14,1277.58,32089095.860000104
919,2008-09-03,108645466.57000001,172916058.59,53527.0,1.6775,1833.09,1274.98,-64270592.019999996
920,2008-09-04,358107546.3399999,130074768.81,51408.5,1.7175,1774.78,1236.83,228032777.5299999
921,2008-09-05,403715417.9000002,127011101.50999999,51939.6,1.716,1768.23,1242.31,276704316.3900002
922,2008-09-08,169224422.6499999,217158601.6599999,50718.0,1.736,1762.95,1267.79,-47934179.01000002
923,2008-09-09,215504724.44999996,358456081.68000007,48435.3,1.777,1721.55,1224.51,-142951357.2300001
924,2008-09-10,313286967.79000014,203316327.9000001,49633.2,1.7878,1738.07,1232.04,109970639.89000005
925,2008-09-11,66153497.77999999,212070188.53000003,51270.4,1.8123,1773.65,1249.05,-145916690.75000006
926,2008-09-12,86414402.09999998,98440816.53,52392.9,1.781,1767.13,1251.7,-12026414.430000022
927,2008-09-15,108709240.43999997,200573702.95000002,48416.3,1.8149,1705.46,1192.7,-91864462.51000005
928,2008-09-16,393206155.50000006,226144354.64999992,49228.9,1.808,1724.08,1213.59,167061800.85000014
929,2008-09-17,97707215.45999996,138320435.06000012,45908.5,1.8892,1632.45,1156.39,-40613219.60000016
930,2008-09-18,277035611.58,293155507.07,48422.8,1.8965,1697.42,1206.52,-16119895.49000001
931,2008-09-19,84123794.87,210927867.70999992,53055.4,1.8298,1745.06,1255.08,-126804072.83999991
932,2008-09-22,116842819.84000003,334272554.51999974,51540.6,1.8032,1665.94,1207.09,-217429734.6799997
933,2008-09-23,265295710.34999996,391869646.59999985,49593.2,1.8465,1648.4,1188.22,-126573936.24999988
934,2008-09-24,83679339.47999999,149546517.5599999,49843.0,1.8596,1661.33,1185.87,-65867178.07999992
935,2008-09-25,78328951.61999999,158346652.98999998,51828.5,1.8206,1687.55,1209.18,-80017701.36999999
936,2008-09-26,188232162.75999993,87339769.75999999,50783.0,1.8445,1672.04,1213.01,100892392.99999994
937,2008-09-29,94323604.60000001,219056020.73000002,46028.1,1.9634,1496.15,1106.39,-124732416.13000001
938,2008-09-30,513142922.3800001,232875979.9599998,49541.3,1.9046,1594.63,1166.36,280266942.4200003
939,2008-10-01,96589528.94999994,140855396.3700001,49798.6,1.9176,1563.8,1161.07,-44265867.42000015
940,2008-10-02,146520077.63000003,344074681.8399999,46145.1,2.0206,1491.11,1114.28,-197554604.2099999
941,2008-10-03,632811374.61,450347127.0599998,44517.3,2.044,1470.84,1099.23,182464247.5500002
942,2008-10-06,230241660.59000003,123238742.91999997,42100.8,2.179,1411.28,1056.89,107002917.67000006
943,2008-10-07,137492721.57999995,247360333.55999997,40139.9,2.311,1329.98,996.23,-109867611.98000002
944,2008-10-08,171868809.96999997,137354797.9399999,38593.5,2.3342,1330.61,984.94,34514012.03000006
945,2008-10-09,98578260.36,287763761.2000001,37080.3,2.2826,1275.1,909.92,-189185500.8400001
946,2008-10-10,237927471.2600001,171811078.58,35609.5,2.313,1269.8,899.22,66116392.6800001
947,2008-10-13,138838109.12999997,346017525.54999983,40829.1,2.144,1429.54,1003.35,-207179416.41999987
948,2008-10-14,270431979.6,143105270.95999998,41569.0,2.0963,1364.59,998.01,127326708.64000005
949,2008-10-15,237357906.76000002,361990956.87000006,36833.0,2.2265,1244.23,907.84,-124633050.11000004
950,2008-10-16,142567635.27000004,136685774.76,36441.7,2.1335,1312.97,946.43,5881860.51000005
951,2008-10-17,304212599.83,100845905.92000008,36399.1,2.119,1311.72,940.55,203366693.9099999
952,2008-10-20,66137621.280000016,72285501.14999998,39441.1,2.1183,1352.76,985.4,-6147879.86999996
953,2008-10-21,75409758.19000003,109280025.12999994,39043.4,2.2386,1283.43,955.05,-33870266.93999991
954,2008-10-22,155807703.50000006,305049169.33,35069.7,2.379,1237.09,896.78,-149241465.82999992
955,2008-10-23,228864223.13000005,48334789.43999999,33818.5,2.2608,1239.16,908.11,180529433.69000006
956,2008-10-24,99032490.7,78442815.77000001,31481.6,2.3075,1202.27,876.77,20589674.929999992
957,2008-10-27,71012937.19000001,102458269.74,29435.1,2.2506,1169.78,848.92,-31445332.549999982
958,2008-10-28,119562411.46000001,167596646.71999997,33386.6,2.161,1297.57,940.51,-48034235.25999996
959,2008-10-29,56677653.349999994,123210561.4599999,34845.2,2.1335,1302.12,930.09,-66532908.10999991
960,2008-10-30,62637529.11999998,86657429.47999994,37448.8,2.105,1333.94,954.09,-24019900.359999962
961,2008-10-31,353883826.16,123255377.91000003,37256.8,2.159,1334.78,968.75,230628448.25
962,2008-11-03,168183172.0399999,158521838.26000002,38249.4,2.1795,1334.75,966.3,9661333.779999882
963,2008-11-04,128376985.80000004,204609329.67,40254.8,2.1123,1378.4,1005.75,-76232343.86999995
964,2008-11-05,183933683.13999993,107749882.82000002,37785.7,2.1295,1299.98,952.77,76183800.3199999
965,2008-11-06,96039387.91999999,147057667.47000003,36361.9,2.2182,1241.97,904.88,-51018279.55000004
966,2008-11-07,128144477.13999997,81002576.85000001,36665.1,2.1643,1271.62,930.99,47141900.28999996
967,2008-11-10,273921864.34,206790114.33,36776.3,2.172,1251.0,919.21,67131750.00999996
968,2008-11-11,145164843.91,68110518.27,37261.9,2.2085,1225.59,898.95,77054325.64
969,2008-11-12,170735262.67,44269995.430000015,34374.0,2.3176,1165.38,852.3,126465267.23999998
970,2008-11-13,279982994.22999996,49706037.54999999,35993.3,2.3305,1240.93,911.29,230276956.67999998
971,2008-11-14,42795565.59999999,73392955.92,35789.1,2.2415,1179.63,873.29,-30597390.320000015
972,2008-11-17,29965987.080000002,60193953.85999999,35717.2,2.2891,1151.96,850.75,-30227966.77999999
973,2008-11-18,50811032.810000025,87588529.02,34094.7,2.327,1155.75,859.12,-36777496.20999997
974,2008-11-19,53184930.660000004,272318471.27000004,33404.6,2.3952,1087.6,806.58,-219133540.61000004
975,2008-11-20,18206268.54,538435381.4999998,,2.3925,1036.51,752.44,-520229112.95999974
976,2008-11-21,60851120.38999999,70748071.33000003,31250.6,2.4614,1085.57,800.03,-9896950.940000035
977,2008-11-24,50781488.89,93649271.27000003,34188.8,2.3195,1154.34,851.81,-42867782.380000025
978,2008-11-25,31024994.830000002,102583510.33000001,34812.9,2.3148,1142.58,857.39,-71558515.50000001
979,2008-11-26,83062234.28999999,86521115.59999998,36469.6,2.2242,1193.09,887.68,-3458881.3099999875
980,2008-11-27,43366904.920000024,52579734.11000001,36212.6,2.3067,,,-9212829.189999983
981,2008-11-28,47781035.050000004,103651963.68000007,36595.9,2.3063,1185.75,896.24,-55870928.63000006
982,2008-12-01,77362969.47999999,78467333.97000001,34740.5,2.3373,1091.16,816.21,-1104364.4900000244
983,2008-12-02,32868735.96999999,102288509.05000004,35000.8,2.4079,1130.0,848.81,-69419773.08000004
984,2008-12-03,47632456.58,30472591.11000001,35296.7,2.4975,1166.2,870.74,17159865.469999988
985,2008-12-04,33604627.22,106013861.52999997,35127.8,2.5035,1127.75,845.22,-72409234.30999997
986,2008-12-05,45380612.91000001,50328489.80999998,35347.4,2.4335,1177.87,876.07,-4947876.899999969
987,2008-12-08,39728758.99,99762147.98999998,38284.9,2.5127,1225.06,909.7,-60033388.99999998
988,2008-12-09,34975761.24000001,73932579.94999999,37968.1,2.4716,1212.45,888.67,-38956818.70999998
989,2008-12-10,28709770.589999996,142276192.55999997,39004.4,2.4466,1222.38,899.24,-113566421.96999997
990,2008-12-11,51413483.94000001,150399337.0599999,38519.1,2.3659,1180.46,873.59,-98985853.1199999
991,2008-12-12,187932874.82999998,154072099.63999996,39373.9,2.3942,1206.65,879.73,33860775.19000003
992,2008-12-15,120510297.6,60089772.730000004,38320.2,2.3848,1181.87,868.57,60420524.86999999
993,2008-12-16,34752229.099999994,113102079.61000001,39993.5,2.3149,1243.49,913.18,-78349850.51000002
994,2008-12-17,38741433.400000006,95910754.67,39947.4,2.3634,1225.86,904.42,-57169321.269999996
995,2008-12-18,174811437.17999998,87933385.54000005,39536.3,2.4274,1204.69,885.28,86878051.63999993
996,2008-12-19,42943520.86,90731018.57000007,39131.2,2.3552,1217.19,887.88,-47787497.71000007
997,2008-12-22,55091368.86000001,61542349.35,37618.5,2.4054,1189.15,871.63,-6450980.489999995
998,2008-12-23,81026195.96999998,178613975.74999994,36470.8,2.377,1183.19,863.16,-97587779.77999996
999,2008-12-24,23060110.470000003,71746322.45999998,,2.376,1184.3,868.15,-48686211.98999998
1000,2008-12-26,44352345.50000001,74663221.98,36864.1,2.366,1185.44,872.8,-30310876.479999997
1001,2008-12-29,31079071.049999997,74167176.33000001,37060.2,2.3972,1173.15,869.42,-43088105.280000016
1002,2008-12-30,51046516.35000002,83810604.35000007,37550.3,2.3298,1201.34,890.64,-32764088.000000052
1003,2008-12-31,20178348.989999995,22179824.389999997,,2.3145,1211.65,903.25,-2001475.4000000022
1004,2009-01-02,28627818.359999973,49857071.5,40244.2,2.3177,1263.7,931.8,-21229253.140000027
1005,2009-01-05,3645123154.540001,461404494.3400001,41518.7,2.2372,1262.52,927.45,3183718660.200001
1006,2009-01-06,29782214.829999983,157742356.41000003,42312.3,2.1765,1274.49,934.7,-127960141.58000004
1007,2009-01-07,36690590.830000006,91428161.16999993,40820.3,2.2676,1238.6,906.65,-54737570.33999992
1008,2009-01-08,28746648.459999993,258660446.18,41990.6,2.2948,1252.52,909.73,-229913797.72000003
1009,2009-01-09,82015041.19999997,115410115.23000002,41582.9,2.2532,1223.01,890.35,-33395074.030000046
1010,2009-01-12,83835208.30000004,89598570.78,39403.5,2.3156,1201.13,870.26,-5763362.4799999595
1011,2009-01-13,116525509.54999998,58893298.55,39544.2,2.3168,1202.65,871.79,57632210.999999985
1012,2009-01-14,68702801.38999999,66453350.38,37981.8,2.3705,1163.42,842.62,2249451.009999983
1013,2009-01-15,131710736.16000003,45777258.35,39151.1,2.3543,1183.52,843.74,85933477.81000003
1014,2009-01-16,97059431.63000005,21927694.72,39341.5,2.3304,1198.14,850.12,75131736.91000006
1015,2009-01-19,93045211.85,36712661.14999999,38828.3,2.3535,,,56332550.7
1016,2009-01-20,60058486.21000002,30441524.160000008,37272.1,2.3747,1136.61,805.22,29616962.050000016
1017,2009-01-21,32002549.099999998,37869890.31000002,38542.9,2.3373,1185.76,840.24,-5867341.2100000195
1018,2009-01-22,92380039.63,160738524.50000003,37894.3,2.3205,1168.08,827.5,-68358484.87000003
1019,2009-01-23,125614123.52,33919099.89999999,38132.4,2.3297,1175.89,831.95,91695023.62
1020,2009-01-26,43314645.68,37854171.50999998,38509.4,2.3227,1184.56,836.57,5460474.170000017
1021,2009-01-27,14150488.650000002,48253384.93000001,38698.9,2.3424,1194.41,845.71,-34102896.28
1022,2009-01-28,67315510.34,77164519.03000005,40227.4,2.2717,1235.91,874.09,-9849008.690000042
1023,2009-01-29,30064648.430000003,144118739.35000005,39638.4,2.2935,1203.85,845.14,-114054090.92000005
1024,2009-01-30,55319483.49000002,84172389.63999999,39300.8,2.323,1180.25,825.88,-28852906.14999997
1025,2009-02-02,49887194.84,42254535.92000002,38666.4,2.3147,1195.75,825.44,7632658.919999987
1026,2009-02-03,14801416.610000007,53495861.52000002,39746.8,2.3052,1215.66,838.51,-38694444.91000001
1027,2009-02-04,40208048.06,87630673.13,40129.0,2.3075,1215.43,832.23,-47422625.06999999
1028,2009-02-05,22243307.109999992,90529427.51999998,41108.6,2.2823,1245.11,845.85,-68286120.41
1029,2009-02-06,44614086.64000001,237838355.77999994,42755.5,2.2435,1277.49,868.6,-193224269.13999993
1030,2009-02-09,48496435.420000024,198258260.35000008,42100.1,2.2589,1281.65,869.89,-149761824.93000007
