"Index","N100.Close","N100.Volume","FTSE.Close","FTSE.Volume","N225.Close","N225.Volume","HSI.Close","HSI.Volume","EUR.Close","JPY.Close","AUD.Close","GBP.Close","CNY.Close"
2005-02-23,688.289978,0,4988.5,1878485600,11500.179688,75600000,13957.94043,357029600,0.7574,105.050003,NA,0.52455,8.266501
2005-02-24,687.929993,0,4972.100098,1704490900,11531.150391,65100000,14060.910156,301496800,0.75855,105.5,NA,0.52425,8.266501
2005-02-25,696.429993,0,5006.799805,1561726800,11658.25,74500000,14157.089844,418029600,0.75494,105.239998,NA,0.52094,8.266501
2005-02-28,696.599976,0,4968.5,1811915100,11740.599609,93200000,14195.349609,398278800,0.7566,104.529999,NA,0.52105,8.266501
2005-03-01,700.929993,0,5000.5,1797019100,11780.530273,103300000,14061.150391,274503200,0.75919,104.449997,NA,0.52119,8.266501
2005-03-02,700.929993,0,4992.799805,1717154500,11813.709961,100500000,13850.780273,375846200,0.76127,104.769997,NA,0.52271,8.266501
2005-03-03,700.450012,0,5014.799805,1551443200,11856.459961,98500000,13892.370117,277068800,0.76301,105.290001,NA,0.52441,8.266501
2005-03-04,705.72998,0,5036.299805,1488538400,11873.049805,99100000,13730.780273,395828200,0.75489,104.790001,NA,0.51994,8.266501
2005-03-07,708.320007,0,5027.200195,1149090500,11925.360352,103800000,13771.950195,250703400,0.75632,105.089996,NA,0.52222,8.266501
2005-03-08,704.840027,0,5010.899902,1480920300,11886.910156,86800000,13881.709961,303182800,0.74895,104.57,NA,0.51851,8.266501
2005-03-09,700.900024,0,4996.100098,1860240700,11966.69043,105900000,13941.469727,299302800,0.74755,104.010002,NA,0.5201,8.266501
2005-03-10,694.97998,0,4962.100098,1697802100,11864.910156,9.9e+07,13856.019531,482474800,0.74416,103.93,NA,0.5198,8.266501
2005-03-11,696.080017,0,4982.100098,1556807700,11923.889648,177800000,13890.929688,350892600,0.74223,104.080002,NA,0.5191,8.266501
2005-03-14,695.219971,0,4975,1336157900,11850.25,84500000,13906.849609,286057800,0.74822,104.93,NA,0.52252,8.266501
2005-03-15,699.640015,0,5000.200195,1422323800,11821.089844,87700000,13816.75,316214000,0.75131,104.540001,NA,0.52268,8.266501
2005-03-16,690.5,0,4937.600098,1738229100,11873.179688,7.2e+07,13832.519531,344711200,0.74566,104.190002,NA,0.51886,8.266501
2005-03-17,691.47998,0,4922.100098,1923444400,11775.5,86500000,13817.990234,340115800,0.74744,104.529999,NA,0.51943,8.266501
2005-03-18,694.630005,0,4923.299805,1947698800,11879.80957,8e+07,13828.370117,281040800,0.75064,104.709999,NA,0.52007,8.266501
2005-03-21,692.22998,0,4933.5,1564295100,NA,NA,13834.349609,170979400,0.75982,105.209999,NA,0.52743,8.266501
2005-03-22,694,0,4937.299805,1946015400,11841.969727,8.9e+07,13776.469727,264343800,0.7647,105.599998,NA,0.53034,8.266501
2005-03-23,691.840027,0,4910.399902,1945899600,11739.120117,94500000,13603.610352,386965600,0.76965,105.910004,NA,0.53459,8.266501
2005-03-24,699.380005,0,4922.5,1824076600,11745.969727,88300000,13597.099609,300039600,0.77328,106.419998,NA,0.53522,8.266501
2005-03-25,NA,NA,NA,NA,11761.099609,66400000,NA,NA,0.77184,106.360001,NA,0.53427,8.2765
2005-03-28,NA,NA,NA,NA,11792.299805,57400000,NA,NA,0.77549,107.239998,NA,0.53582,8.2764
2005-03-29,699.590027,0,4919,1504207400,11599.820313,83700000,13411.879883,401276400,0.77292,107.330002,NA,0.53316,8.266501
