Date,Price,Open,High,Low,Vol.,Change %
23/01/18,"39,062.95","39,345.64","39,377.96","38,911.71",,-0.79%
22/01/18,"39,373.35","39,278.49","39,597.52","39,259.00",,0.34%
19/01/18,"39,239.70","39,093.27","39,307.82","39,041.52",,0.63%
18/01/18,"38,994.07","39,364.12","39,384.43","38,790.39",,-0.91%
17/01/18,"39,351.05","39,430.30","39,464.99","39,130.72",,-0.07%
16/01/18,"39,379.08","39,423.36","39,513.17","39,277.85",,-0.17%
15/01/18,"39,444.20","39,238.23","39,483.61","39,238.23",,0.58%
12/01/18,"39,215.09","39,252.38","39,315.87","39,030.24",,-0.34%
11/01/18,"39,347.21","39,296.01","39,442.07","39,240.13",,0.44%
10/01/18,"39,176.25","39,243.76","39,390.83","39,126.33",,-0.39%
09/01/18,"39,327.88","39,363.96","39,376.57","39,066.36",,-0.01%
08/01/18,"39,332.04","39,259.21","39,421.97","39,231.38",,0.20%
05/01/18,"39,255.19","39,197.00","39,303.35","39,119.93",,0.29%
04/01/18,"39,141.64","39,670.86","39,690.80","39,141.64",,-0.98%
03/01/18,"39,530.63","39,804.51","39,837.52","39,530.28",,-0.79%
02/01/18,"39,845.06","39,769.40","39,944.26","39,714.60",,0.28%
28/12/17,"39,732.33","39,314.18","39,732.33","39,256.69",,1.25%
27/12/17,"39,243.63","39,044.52","39,257.45","38,947.43",,0.63%
26/12/17,"38,999.23","38,750.24","39,007.27","38,750.24",,0.78%
22/12/17,"38,696.16","38,547.57","38,748.36","38,442.40",,0.39%
21/12/17,"38,544.64","38,344.24","38,592.03","38,151.54",,0.65%
20/12/17,"38,295.17","38,168.16","38,372.92","38,093.05",,0.49%
19/12/17,"38,110.28","38,502.42","38,502.42","38,012.93",,-0.94%
18/12/17,"38,473.09","38,723.53","38,912.72","38,473.09",,-0.53%
15/12/17,"38,676.33","38,257.54","38,676.33","38,226.63",,1.08%
14/12/17,"38,264.79","38,490.93","38,562.68","38,165.83",,-0.79%
13/12/17,"38,568.47","38,950.39","39,067.42","38,346.94",,-0.62%
12/12/17,"38,808.83","38,530.49","38,808.83","38,131.00",,0.59%
11/12/17,"38,581.10","38,702.75","38,923.62","38,522.34",,-0.17%
08/12/17,"38,645.35","38,636.88","38,888.66","38,549.34",,0.31%
07/12/17,"38,527.35","38,672.32","38,677.67","38,312.49",,-0.90%
06/12/17,"38,875.42","38,653.60","39,021.45","38,454.49",,0.27%
05/12/17,"38,771.41","38,931.68","39,270.38","38,648.59",,-0.42%
04/12/17,"38,933.54","38,805.85","39,097.67","38,698.08",,0.38%
01/12/17,"38,785.63","38,767.55","39,022.28","38,495.70",,-0.30%
30/11/17,"38,901.51","39,303.78","39,312.15","37,965.70",,-1.24%
29/11/17,"39,390.83","39,961.88","39,961.88","39,253.20",,-1.26%
28/11/17,"39,893.70","40,008.02","40,146.28","39,863.52",,-0.25%
27/11/17,"39,995.64","40,210.94","40,293.32","39,738.25",,-0.40%
24/11/17,"40,156.45","40,170.34","40,232.51","40,018.62",,0.16%
23/11/17,"40,094.30","39,921.36","40,254.31","39,780.18",,0.40%
22/11/17,"39,935.98","39,652.07","39,998.17","39,531.93",,0.72%
21/11/17,"39,648.80","39,453.64","39,841.27","39,452.08",,0.79%
17/11/17,"39,337.70","39,230.56","39,377.63","39,027.89",,0.13%
16/11/17,"39,288.27","38,946.72","39,401.81","38,921.12",,1.16%
14/11/17,"38,837.46","39,339.31","39,495.39","38,693.26",,-1.03%
13/11/17,"39,240.26","39,186.72","39,252.57","38,871.33",,0.05%
10/11/17,"39,220.95","39,390.04","39,421.46","38,923.30",,-0.56%
09/11/17,"39,442.27","39,621.99","39,643.04","39,407.20",,-0.52%
08/11/17,"39,649.59","38,928.59","39,670.03","38,857.84",,1.99%
07/11/17,"38,874.46","39,408.62","39,558.05","38,667.10",,-1.38%
06/11/17,"39,419.61","39,369.96","39,527.43","39,207.60",,0.49%
03/11/17,"39,228.33","39,636.88","39,764.34","39,052.26",,-1.03%
01/11/17,"39,638.09","40,187.65","40,255.85","39,638.09",,-0.93%
31/10/17,"40,010.30","40,347.83","40,460.34","39,908.60",,-0.56%
30/10/17,"40,233.98","40,827.19","40,865.00","40,075.75",,-1.63%
27/10/17,"40,899.21","40,869.00","41,207.34","40,663.81",,0.25%
26/10/17,"40,798.85","41,117.70","41,329.97","40,788.20",,-0.48%
25/10/17,"40,994.77","41,094.88","41,393.68","40,779.68",,-0.01%
24/10/17,"40,998.45","40,986.92","41,201.72","40,859.50",,0.14%
23/10/17,"40,941.41","41,717.30","41,717.30","40,824.03",,-1.65%
20/10/17,"41,626.47","41,637.86","41,791.71","41,551.75",,0.17%
19/10/17,"41,557.23","41,509.56","41,557.23","41,151.49",,0.03%
18/10/17,"41,542.97","41,309.78","41,562.83","41,159.99",,0.82%
17/10/17,"41,204.64","41,506.03","41,506.03","40,837.89",,-0.67%
16/10/17,"41,483.49","41,876.51","41,892.62","41,391.31",,-0.90%
13/10/17,"41,859.02","41,958.84","42,203.26","41,738.34",,-0.28%
11/10/17,"41,974.84","42,022.81","42,247.46","41,954.34",,-0.08%
10/10/17,"42,007.20","41,871.50","42,149.83","41,832.99",,0.66%
09/10/17,"41,731.61","41,864.76","42,023.93","41,459.55",,-0.40%
06/10/17,"41,898.20","42,291.64","42,299.17","41,698.91",,-1.10%
05/10/17,"42,364.18","42,221.32","42,916.53","42,221.32",,0.69%
04/10/17,"42,075.63","41,996.12","42,209.17","41,756.47",,0.13%
03/10/17,"42,018.94","41,419.78","42,111.39","41,419.78",,1.68%
02/10/17,"41,323.37","41,288.38","41,600.01","41,143.66",,0.04%
29/09/17,"41,305.79","40,940.63","41,410.45","40,843.58",,1.20%
28/09/17,"40,816.41","40,967.49","41,017.74","40,598.69",,-0.29%
27/09/17,"40,936.17","41,536.35","41,571.14","40,603.72",,-1.29%
26/09/17,"41,469.99","41,453.02","41,696.01","41,244.43",,0.31%
25/09/17,"41,341.26","42,113.55","42,129.25","41,319.84",,-1.85%
22/09/17,"42,118.53","42,150.99","42,263.50","41,791.45",,-0.16%
21/09/17,"42,185.63","42,984.63","43,026.18","42,134.21",,-1.72%
20/09/17,"42,923.79","42,717.13","43,008.26","42,585.13",,0.55%
19/09/17,"42,689.18","42,821.55","42,949.92","42,456.22",,-0.21%
18/09/17,"42,778.27","42,722.27","43,100.02","42,694.82",,0.00%
15/09/17,"42,776.92","42,687.85","42,776.92","42,540.76",,0.21%
14/09/17,"42,685.71","42,790.73","43,018.44","42,601.98",,-0.39%
13/09/17,"42,850.71","42,885.78","42,995.57","42,568.97",,-0.11%
12/09/17,"42,899.78","42,737.22","43,235.14","42,590.52",,0.60%
11/09/17,"42,644.07","42,042.89","42,751.53","42,042.89",,1.56%
08/09/17,"41,988.55","41,608.08","42,006.82","41,605.75",,0.93%
06/09/17,"41,602.01","41,816.74","42,029.34","41,581.69",,-0.29%
05/09/17,"41,724.23","41,630.76","41,902.32","41,485.60",,0.59%
04/09/17,"41,480.66","41,389.98","41,545.96","41,289.70",,0.13%
01/09/17,"41,426.29","41,282.02","41,453.15","41,225.22",,0.59%
31/08/17,"41,184.50","41,326.67","41,447.03","41,006.54",,-0.24%
30/08/17,"41,281.84","41,355.63","41,355.63","41,108.31",,-0.04%
29/08/17,"41,299.13","41,320.43","41,366.86","41,110.06",,-0.15%
28/08/17,"41,362.57","41,618.61","41,826.90","41,333.28",,-0.45%
25/08/17,"41,549.26","41,822.39","41,948.64","41,549.26",,-0.63%
24/08/17,"41,811.34","41,602.07","41,866.86","41,600.30",,0.56%
23/08/17,"41,579.60","41,757.92","42,026.19","41,475.95",,-0.36%
22/08/17,"41,728.10","40,362.46","41,835.41","40,362.46",,3.95%
21/08/17,"40,141.60","40,296.39","40,329.72","39,989.17",,-0.26%
18/08/17,"40,247.66","40,102.27","40,260.29","39,877.82",,0.52%
17/08/17,"40,039.68","40,275.81","40,278.34","39,988.87",,-0.67%
16/08/17,"40,309.01","40,487.67","40,611.17","40,270.77",,-0.17%
15/08/17,"40,377.83","40,310.01","40,596.52","40,289.08",,0.23%
14/08/17,"40,285.97","39,944.26","40,629.96","39,900.51",,0.95%
11/08/17,"39,906.39","39,876.14","39,966.28","39,487.35",,0.08%
10/08/17,"39,876.40","40,405.83","40,483.54","39,838.39",,-1.43%
09/08/17,"40,453.39","40,455.47","40,627.19","40,333.87",,-0.22%
08/08/17,"40,542.18","40,739.21","40,799.06","40,501.79",,-0.43%
07/08/17,"40,718.96","40,572.49","40,765.65","40,433.71",,0.58%
04/08/17,"40,483.01","40,325.87","40,550.39","40,325.87",,0.56%
03/08/17,"40,257.11","40,197.24","40,420.93","40,151.99",,0.23%
02/08/17,"40,163.92","39,792.32","40,163.92","39,729.19",,0.92%
01/08/17,"39,796.67","39,656.74","39,831.66","39,550.02",,0.44%
31/07/17,"39,621.30","39,695.95","39,771.66","39,471.16",,0.00%
28/07/17,"39,622.12","39,753.80","39,772.31","39,447.75",,-0.43%
27/07/17,"39,793.17","39,943.21","40,071.88","39,705.68",,-0.10%
26/07/17,"39,831.06","40,321.44","40,340.77","39,795.44",,-1.11%
25/07/17,"40,279.32","40,311.64","40,330.79","40,105.75",,0.17%
24/07/17,"40,212.24","40,266.07","40,283.82","40,073.51",,0.01%
21/07/17,"40,207.72","40,151.64","40,251.84","40,125.08",,0.32%
20/07/17,"40,078.01","40,110.08","40,237.33","40,030.12",,0.08%
19/07/17,"40,044.75","40,362.53","40,382.46","39,960.34",,-0.66%
18/07/17,"40,311.26","40,222.37","40,379.29","40,106.37",,0.19%
17/07/17,"40,234.68","40,119.13","40,249.38","39,904.11",,0.36%
14/07/17,"40,091.59","40,084.46","40,198.26","39,987.32",,0.16%
13/07/17,"40,027.94","40,047.72","40,122.26","39,883.21",,0.06%
12/07/17,"40,004.88","39,616.74","40,158.95","39,616.74",,1.17%
11/07/17,"39,543.79","39,528.48","39,581.78","39,065.31",,0.13%
10/07/17,"39,491.32","39,389.27","39,686.05","39,288.13",,0.47%
07/07/17,"39,307.09","39,296.79","39,535.66","39,102.33",,0.30%
06/07/17,"39,189.94","38,821.26","39,393.48","38,821.26",,1.10%
05/07/17,"38,763.99","38,532.11","38,904.97","38,512.26",,0.68%
04/07/17,"38,502.90","38,338.48","38,579.58","38,243.74",,0.49%
03/07/17,"38,315.55","38,129.75","38,339.68","38,044.54",,0.58%
30/06/17,"38,095.18","37,898.52","38,125.92","37,778.52",,0.89%
29/06/17,"37,760.07","38,048.79","38,193.47","37,553.35",,-0.74%
28/06/17,"38,041.36","37,919.91","38,084.80","37,769.65",,0.58%
27/06/17,"37,821.62","38,052.41","38,090.68","37,763.99",,-0.58%
26/06/17,"38,043.08","37,776.00","38,070.72","37,776.00",,0.85%
23/06/17,"37,722.20","37,905.05","37,967.68","37,637.69",,-0.33%
22/06/17,"37,848.45","36,861.04","38,086.38","36,860.14",,2.85%
21/06/17,"36,801.29","36,971.89","37,045.24","36,708.80",,-0.47%
20/06/17,"36,976.84","37,238.55","37,297.60","36,879.67",,-1.02%
19/06/17,"37,357.72","37,568.31","37,597.87","37,320.88",,-0.52%
16/06/17,"37,552.83","37,313.10","37,552.83","37,083.11",,0.48%
14/06/17,"37,374.93","37,440.21","37,607.40","37,163.99",,0.01%
13/06/17,"37,369.38","37,322.83","37,530.62","37,094.59",,0.42%
12/06/17,"37,212.71","37,271.29","37,335.41","37,084.48",,-0.25%
09/06/17,"37,305.80","37,294.32","37,497.38","37,061.35",,0.16%
08/06/17,"37,244.70","37,648.79","37,648.79","36,858.54",,-1.22%
07/06/17,"37,704.27","37,692.94","37,790.63","37,488.75",,0.25%
06/06/17,"37,609.48","37,477.10","37,710.90","37,347.92",,0.49%
05/06/17,"37,426.30","37,724.15","37,849.55","37,273.91",,-1.05%
02/06/17,"37,823.84","37,606.63","37,834.92","37,374.80",,0.79%
01/06/17,"37,527.31","37,843.61","38,066.72","37,408.23",,-0.81%
31/05/17,"37,832.99","38,187.90","38,235.90","37,764.74",,-0.75%
30/05/17,"38,117.97","37,785.25","38,127.42","37,785.25",,1.00%
29/05/17,"37,742.17","37,805.51","37,812.32","37,624.92",,0.05%
26/05/17,"37,722.23","37,281.32","37,917.16","37,277.04",,1.41%
25/05/17,"37,198.54","37,212.35","37,519.00","36,777.64",,0.36%
24/05/17,"37,066.88","36,604.15","37,394.39","36,584.46",,2.14%
23/05/17,"36,291.70","35,897.38","36,586.11","35,856.93",,1.35%
22/05/17,"35,808.25","36,483.72","36,489.77","35,390.03",,-2.19%
19/05/17,"36,611.20","36,000.29","36,944.08","36,000.29",,2.55%
18/05/17,"35,699.38","36,845.24","36,845.24","35,189.43",,-10.07%
17/05/17,"39,697.11","40,081.88","40,081.88","39,555.54",,-1.12%
16/05/17,"40,148.51","40,288.83","40,519.57","39,973.32",,-0.38%
15/05/17,"40,303.52","40,335.74","40,565.61","40,205.13",,0.40%
12/05/17,"40,142.53","39,655.45","40,162.47","39,654.60",,1.51%
11/05/17,"39,545.75","39,380.08","39,752.04","39,354.52",,0.62%
10/05/17,"39,302.74","39,616.37","39,697.89","39,301.08",,-0.41%
09/05/17,"39,464.61","39,192.70","39,656.32","39,177.73",,1.04%
08/05/17,"39,058.09","39,188.27","39,250.77","38,926.98",,-0.22%
05/05/17,"39,144.07","38,893.66","39,199.66","38,814.67",,0.87%
04/05/17,"38,804.83","39,630.24","39,630.24","38,649.95",,-2.08%
03/05/17,"39,628.24","39,752.27","39,853.02","39,558.57",,-0.30%
02/05/17,"39,746.18","39,289.95","39,903.62","39,289.95",,1.39%
28/04/17,"39,201.52","38,847.97","39,225.99","38,718.15",,0.98%
27/04/17,"38,821.73","39,093.29","39,118.13","38,603.24",,-0.54%
26/04/17,"39,032.58","39,097.16","39,146.09","38,815.55",,-0.18%
25/04/17,"39,104.57","38,717.68","39,119.31","38,478.41",,0.88%
24/04/17,"38,763.92","38,951.41","39,315.12","38,451.64",,-0.52%
20/04/17,"38,967.45","38,753.31","39,171.26","38,738.24",,0.71%
19/04/17,"38,692.48","38,975.81","39,194.66","38,629.98",,-0.63%
18/04/17,"38,938.79","38,935.51","39,012.71","38,750.33",,0.01%
17/04/17,"38,936.70","38,463.88","38,961.88","38,434.47",,1.43%
13/04/17,"38,388.66","38,891.70","38,891.70","38,388.66",,-1.34%
12/04/17,"38,911.53","39,191.54","39,196.89","38,757.73",,-0.66%
11/04/17,"39,168.65","38,869.03","39,306.92","38,492.01",,0.80%
10/04/17,"38,857.30","39,028.64","39,073.62","38,608.73",,-0.43%
07/04/17,"39,024.96","38,813.91","39,095.45","38,630.40",,0.31%
06/04/17,"38,903.51","39,439.41","39,476.17","38,751.86",,-1.26%
05/04/17,"39,398.25","39,822.75","39,923.68","39,265.82",,-0.91%
04/04/17,"39,760.84","39,929.45","40,007.68","39,665.84",,-0.52%
03/04/17,"39,967.21","40,022.69","40,022.69","39,768.44",,-0.01%
31/03/17,"39,971.64","39,685.75","40,030.91","39,606.01",,0.66%
30/03/17,"39,708.48","39,683.94","39,759.75","39,402.87",,0.19%
29/03/17,"39,631.50","39,431.28","39,650.88","39,050.59",,0.54%
28/03/17,"39,420.58","39,527.31","39,670.16","39,239.08",,-0.37%
27/03/17,"39,567.58","39,507.01","39,586.16","39,147.17",,-0.06%
24/03/17,"39,592.79","38,993.07","39,592.79","38,980.96",,1.44%
23/03/17,"39,030.56","38,951.58","39,294.14","38,848.72",,-0.03%
22/03/17,"39,043.54","38,959.43","39,077.07","38,351.50",,0.06%
21/03/17,"39,019.81","39,670.16","39,696.50","38,545.23",,-1.50%
20/03/17,"39,615.18","40,058.31","40,119.11","39,483.16",,-1.25%
17/03/17,"40,116.41","40,259.56","40,521.22","39,649.49",,-0.17%
16/03/17,"40,186.23","40,312.39","40,580.46","40,138.05",,-0.19%
15/03/17,"40,263.79","39,922.12","40,373.97","39,635.68",,1.18%
14/03/17,"39,795.01","40,341.39","40,368.90","39,740.34",,-1.51%
13/03/17,"40,404.02","40,059.06","40,496.21","40,024.95",,1.05%
10/03/17,"39,985.90","39,840.32","40,289.47","39,791.97",,0.50%
09/03/17,"39,788.77","40,328.05","40,368.49","39,605.74",,-1.93%
08/03/17,"40,571.94","41,413.81","41,434.84","40,571.94",,-1.92%
07/03/17,"41,364.77","41,097.48","41,364.77","41,012.26",,0.79%
06/03/17,"41,042.31","40,867.60","41,082.25","40,756.84",,0.46%
03/03/17,"40,855.96","40,331.61","40,857.49","40,331.00",,1.32%
02/03/17,"40,322.11","40,614.46","40,760.68","40,248.48",,-0.81%
01/03/17,"40,649.44","40,556.84","40,738.34","40,480.98",,0.32%
24/02/17,"40,518.88","40,366.70","40,758.87","40,106.63",,-0.07%
23/02/17,"40,548.96","40,802.65","41,237.07","40,313.87",,-0.31%
22/02/17,"40,674.51","40,962.10","41,189.44","40,634.91",,-0.76%
21/02/17,"40,985.33","40,614.63","40,986.72","40,609.34",,1.03%
20/02/17,"40,567.31","40,465.21","40,750.10","40,367.01",,0.42%
17/02/17,"40,398.98","40,444.85","40,480.56","40,117.16",,0.01%
16/02/17,"40,393.69","39,985.87","40,393.69","39,883.91",,0.98%
15/02/17,"40,000.91","39,400.03","40,060.43","39,359.40",,1.80%
14/02/17,"39,292.94","39,710.79","39,755.66","39,151.16",,-0.93%
13/02/17,"39,660.60","39,349.23","39,716.44","39,344.47",,0.94%
10/02/17,"39,291.13","38,990.40","39,353.38","38,821.35",,0.69%
09/02/17,"39,021.20","39,189.37","39,311.77","38,708.44",,-0.52%
08/02/17,"39,223.71","38,876.43","39,242.78","38,810.01",,0.87%
07/02/17,"38,884.79","39,030.25","39,161.52","38,809.40",,-0.12%
06/02/17,"38,930.63","39,398.47","39,542.65","38,857.16",,-1.10%
03/02/17,"39,364.55","39,115.12","39,572.79","38,963.94",,0.74%
02/02/17,"39,074.15","38,659.28","39,160.37","38,580.07",,0.83%
01/02/17,"38,751.61","38,759.94","38,968.62","38,469.26",,0.23%
31/01/17,"38,661.59","38,090.51","38,724.04","38,010.39",,1.56%
30/01/17,"38,069.01","38,760.66","38,762.44","37,987.24",,-1.77%
27/01/17,"38,754.31","39,041.28","39,079.13","38,713.54",,-0.60%
26/01/17,"38,987.03","38,846.33","39,057.02","38,834.71",,0.63%
24/01/17,"38,742.89","38,820.48","38,855.94","38,558.66",,-0.18%
23/01/17,"38,812.43","38,303.79","38,812.43","38,265.64",,1.51%
20/01/17,"38,235.31","37,963.60","38,446.06","37,954.24",,0.80%
19/01/17,"37,931.51","38,070.21","38,179.33","37,777.08",,-0.34%
18/01/17,"38,060.74","38,317.64","38,458.70","38,060.74",,-0.60%
17/01/17,"38,292.15","37,749.45","38,423.64","37,707.84",,1.38%
16/01/17,"37,772.51","37,913.94","37,913.94","37,648.99",,-0.20%
13/01/17,"37,847.18","37,605.92","38,044.25","37,537.57",,0.57%
12/01/17,"37,632.30","36,571.90","37,713.52","36,571.90",,4.01%
11/01/17,"36,183.09","36,387.60","36,463.01","35,969.71",,-0.38%
10/01/17,"36,322.08","36,227.02","36,347.57","36,112.98",,0.52%
09/01/17,"36,135.86","36,128.01","36,283.86","35,976.33",,0.07%
06/01/17,"36,110.92","36,300.31","36,319.68","36,020.34",,-0.53%
05/01/17,"36,304.15","36,506.29","36,642.18","36,271.05",,-0.47%
04/01/17,"36,476.59","36,606.78","36,728.73","36,379.56",,-0.51%
03/01/17,"36,662.00","36,161.55","36,662.00","36,161.55",,1.66%
02/01/17,"36,061.98","36,097.17","36,102.70","35,667.33",,-0.13%
29/12/16,"36,108.16","35,697.56","36,167.80","35,501.36",,1.30%
28/12/16,"35,645.23","35,131.41","35,645.23","35,104.02",,1.64%
27/12/16,"35,068.41","34,894.60","35,131.05","34,803.54",,0.70%
26/12/16,"34,823.77","34,660.48","34,987.27","34,660.48",,0.65%
23/12/16,"34,597.47","34,617.55","34,738.86","34,408.76",,0.18%
22/12/16,"34,535.74","34,187.58","34,544.04","34,124.59",,1.00%
21/12/16,"34,192.98","34,021.58","34,272.73","33,887.80",,0.55%
20/12/16,"34,007.39","34,313.08","34,430.07","33,776.70",,-0.62%
19/12/16,"34,219.58","34,235.44","34,559.88","34,185.99",,0.25%
16/12/16,"34,135.61","34,000.65","34,440.07","33,967.64",,0.58%
15/12/16,"33,937.28","33,632.35","33,980.43","33,434.82",,0.89%
14/12/16,"33,637.69","33,852.54","33,897.50","33,579.47",,-0.50%
13/12/16,"33,805.28","33,524.43","33,957.53","33,447.83",,0.66%
12/12/16,"33,582.48","33,878.57","33,878.57","33,426.26",,-1.19%
09/12/16,"33,988.33","33,843.27","34,018.37","33,612.85",,0.65%
08/12/16,"33,767.64","33,817.34","34,060.64","33,625.21",,0.03%
07/12/16,"33,757.78","33,680.56","33,787.41","33,383.72",,0.53%
06/12/16,"33,578.86","33,393.97","33,580.97","33,212.29",,0.32%
05/12/16,"33,473.41","33,826.78","33,970.58","33,449.75",,-0.69%
02/12/16,"33,707.54","33,314.37","33,811.58","33,012.04",,0.63%
01/12/16,"33,496.37","34,687.75","34,710.12","33,327.43",,-3.72%
30/11/16,"34,789.92","34,715.46","35,007.85","34,597.70",,0.70%
29/11/16,"34,547.09","34,839.51","35,000.21","34,547.09",,-1.08%
28/11/16,"34,924.05","34,529.57","35,006.95","34,528.12",,0.89%
25/11/16,"34,616.13","34,571.69","34,629.61","34,240.41",,-0.20%
24/11/16,"34,687.06","34,656.67","34,945.50","34,656.67",,0.02%
23/11/16,"34,679.07","34,772.57","34,772.57","34,354.18",,-0.08%
22/11/16,"34,705.77","35,007.59","35,454.51","34,573.05",,-0.49%
21/11/16,"34,875.59","34,635.23","34,912.52","34,490.00",,0.95%
18/11/16,"34,547.28","34,098.28","34,564.29","33,996.76",,1.56%
17/11/16,"34,017.44","34,478.96","34,639.12","33,972.49",,-0.86%
16/11/16,"34,310.86","33,814.66","34,376.88","33,566.47",,1.80%
14/11/16,"33,703.65","33,877.17","34,275.44","33,321.81",,-0.62%
11/11/16,"33,913.08","35,299.14","35,299.14","33,220.38",,-3.92%
10/11/16,"35,295.45","37,218.73","37,379.93","35,286.50",,-5.07%
09/11/16,"37,180.06","37,188.82","37,496.20","36,615.90",,-1.79%
08/11/16,"37,858.68","37,892.65","38,157.53","37,720.25",,-0.16%
07/11/16,"37,917.47","37,127.21","37,937.34","37,127.21",,2.46%
04/11/16,"37,007.19","37,060.40","37,565.88","36,867.64",,-0.28%
03/11/16,"37,110.95","37,734.12","37,876.99","37,110.95",,-1.74%
01/11/16,"37,766.26","38,572.89","38,859.94","37,592.08",,-1.92%
31/10/16,"38,503.89","38,556.63","38,732.94","38,437.24",,0.02%
28/10/16,"38,497.21","38,405.41","38,779.06","38,298.32",,0.22%
27/10/16,"38,413.35","38,253.95","38,709.57","38,243.11",,0.57%
26/10/16,"38,197.43","38,055.00","38,331.57","37,959.70",,0.05%
25/10/16,"38,177.23","38,114.80","38,273.36","37,666.41",,0.11%
24/10/16,"38,133.44","38,348.07","38,426.82","38,011.68",,-0.14%
21/10/16,"38,186.48","37,981.16","38,281.40","37,880.36",,0.49%
20/10/16,"38,000.10","37,552.94","38,112.12","37,379.66",,1.03%
19/10/16,"37,611.78","37,743.35","37,965.20","37,471.24",,-0.28%
18/10/16,"37,717.40","37,606.04","37,821.65","37,588.98",,0.27%
17/10/16,"37,617.39","37,523.46","37,626.04","37,291.26",,0.42%
14/10/16,"37,461.50","37,503.81","37,855.15","37,426.05",,0.24%
13/10/16,"37,371.92","37,084.27","37,505.32","36,975.55",,0.88%
11/10/16,"37,047.34","37,221.19","37,286.80","36,771.46",,-0.54%
10/10/16,"37,248.04","36,927.63","37,475.15","36,927.63",,0.96%
07/10/16,"36,893.72","36,776.63","37,015.32","36,708.95",,0.64%
06/10/16,"36,660.34","36,472.40","36,694.50","36,301.47",,0.51%
05/10/16,"36,474.91","36,281.28","36,555.95","36,267.10",,0.69%
04/10/16,"36,224.81","36,429.34","36,480.36","36,020.06",,-0.58%
03/10/16,"36,437.91","36,395.38","36,498.78","36,155.60",,0.36%
30/09/16,"36,307.19","36,542.54","36,665.21","36,200.32",,-0.68%
29/09/16,"36,555.65","37,291.78","37,590.71","36,555.65",,-1.83%
28/09/16,"37,237.45","36,922.59","37,324.92","36,806.66",,1.05%
27/09/16,"36,851.90","37,221.47","37,221.47","36,546.70",,-0.57%
26/09/16,"37,063.05","37,132.68","37,132.68","36,867.36",,-0.52%
23/09/16,"37,258.01","37,416.15","37,416.15","37,083.20",,-0.55%
22/09/16,"37,463.08","37,198.34","37,615.86","37,160.76",,1.03%
21/09/16,"37,081.34","37,038.37","37,207.54","36,805.86",,0.08%
20/09/16,"37,050.60","36,736.24","37,132.46","36,701.86",,1.15%
19/09/16,"36,627.96","36,610.89","36,953.66","36,606.83",,0.58%
16/09/16,"36,416.23","36,737.30","36,737.30","36,246.90",,-1.10%
15/09/16,"36,822.04","36,270.00","36,891.72","36,233.43",,1.62%
14/09/16,"36,235.90","36,183.27","36,383.34","36,089.36",,0.30%
13/09/16,"36,128.88","36,869.50","36,938.58","35,944.71",,-2.35%
12/09/16,"36,998.35","36,768.51","37,022.99","36,394.91",,0.17%
09/09/16,"36,936.80","37,947.85","37,947.85","36,936.80",,-3.22%
08/09/16,"38,167.52","38,426.62","38,609.67","38,133.63",,-0.68%
06/09/16,"38,428.81","38,192.73","38,438.28","37,855.37",,0.91%
05/09/16,"38,080.67","38,370.82","38,595.33","38,080.67",,-0.50%
02/09/16,"38,273.42","37,448.35","38,273.87","37,448.35",,2.32%
01/09/16,"37,404.85","37,084.93","37,404.85","36,800.98",,0.96%
31/08/16,"37,048.17","37,162.83","37,378.27","36,517.09",,-0.41%
30/08/16,"37,202.21","37,427.87","37,514.26","37,030.80",,-0.51%
29/08/16,"37,392.46","36,637.15","37,495.87","36,620.72",,2.25%
26/08/16,"36,568.60","36,545.15","37,323.12","36,420.61",,0.54%
25/08/16,"36,373.55","36,315.01","36,384.58","36,093.89",,0.16%
24/08/16,"36,317.04","36,014.36","36,482.69","35,866.72",,0.71%
23/08/16,"36,059.95","36,483.02","36,727.53","36,059.95",,-0.72%
22/08/16,"36,320.07","36,949.92","36,949.92","36,228.78",,-1.70%
19/08/16,"36,947.30","36,774.62","37,026.47","36,612.86",,0.31%
18/08/16,"36,832.90","36,896.87","37,092.24","36,783.13",,-0.21%
17/08/16,"36,910.30","36,971.10","37,038.91","36,211.95",,-0.24%
16/08/16,"36,998.53","36,904.07","37,404.38","36,816.17",,0.12%
15/08/16,"36,955.29","36,666.29","37,076.85","36,650.98",,0.71%
12/08/16,"36,693.85","36,894.41","37,098.69","36,631.18",,-0.50%
11/08/16,"36,877.52","36,284.04","36,877.52","36,198.01",,1.68%
10/08/16,"36,266.60","36,641.84","36,956.65","36,266.60",,-0.71%
09/08/16,"36,527.29","36,662.78","36,822.65","36,275.63",,-0.42%
08/08/16,"36,682.18","36,793.28","36,851.56","36,509.12",,-0.29%
05/08/16,"36,789.32","36,998.46","37,339.81","36,374.67",,-0.47%
04/08/16,"36,962.44","36,314.76","37,252.18","36,270.18",,1.89%
03/08/16,"36,278.14","35,662.88","36,285.79","35,372.73",,1.44%
02/08/16,"35,762.66","36,297.57","36,297.57","35,582.25",,-1.53%
01/08/16,"36,320.10","36,842.47","37,164.29","36,278.01",,-1.30%
29/07/16,"36,797.87","36,260.16","36,867.03","36,001.26",,1.59%
28/07/16,"36,223.52","36,040.27","36,238.51","35,822.34",,0.47%
27/07/16,"36,055.80","35,987.79","36,362.89","35,822.34",,0.27%
26/07/16,"35,959.09","36,090.41","36,236.75","35,687.70",,-0.30%
25/07/16,"36,067.24","36,303.26","36,386.56","35,778.89",,-0.57%
22/07/16,"36,273.23","35,992.57","36,334.85","35,965.93",,0.83%
