Date;11 - Interest rate - Selic - % p.d.
29/08/2011;0.046432
30/08/2011;0.046432
31/08/2011;0.046432
1/9/2011;0.044663
2/9/2011;0.044663
5/9/2011;0.044663
6/9/2011;0.044663
8/9/2011;0.044663
9/9/2011;0.044663
12/9/2011;0.044663
13/09/2011;0.044663
14/09/2011;0.044663
15/09/2011;0.044663
16/09/2011;0.044663
19/09/2011;0.044627
20/09/2011;0.044627
21/09/2011;0.044627
22/09/2011;0.044627
23/09/2011;0.044627
26/09/2011;0.044627
27/09/2011;0.044627
28/09/2011;0.044627
29/09/2011;0.044627
30/09/2011;0.044627
3/10/2011;0.044627
4/10/2011;0.044627
5/10/2011;0.044627
6/10/2011;0.044627
7/10/2011;0.044627
10/10/2011;0.044627
11/10/2011;0.044627
13/10/2011;0.044627
14/10/2011;0.044627
17/10/2011;0.044627
18/10/2011;0.044627
19/10/2011;0.044592
20/10/2011;0.042849
21/10/2011;0.042849
24/10/2011;0.042849
25/10/2011;0.042849
26/10/2011;0.042849
27/10/2011;0.042849
28/10/2011;0.042849
31/10/2011;0.042849
1/11/2011;0.042849
3/11/2011;0.042849
4/11/2011;0.042849
7/11/2011;0.042849
8/11/2011;0.042849
9/11/2011;0.042849
10/11/2011;0.042849
11/11/2011;0.042849
14/11/2011;0.042849
16/11/2011;0.042849
17/11/2011;0.042849
18/11/2011;0.042849
21/11/2011;0.042849
22/11/2011;0.042849
23/11/2011;0.042849
24/11/2011;0.042849
25/11/2011;0.042849
28/11/2011;0.042849
29/11/2011;0.042849
30/11/2011;0.042849
1/12/2011;0.041063
2/12/2011;0.041063
5/12/2011;0.041063
6/12/2011;0.041063
7/12/2011;0.041063
8/12/2011;0.041063
9/12/2011;0.041063
12/12/2011;0.041063
13/12/2011;0.041063
14/12/2011;0.041063
15/12/2011;0.041063
16/12/2011;0.041063
19/12/2011;0.041063
20/12/2011;0.041063
21/12/2011;0.041063
22/12/2011;0.041063
23/12/2011;0.041063
26/12/2011;0.041063
27/12/2011;0.041063
28/12/2011;0.041063
29/12/2011;0.041063
30/12/2011;0.041099
2/1/2012;0.041063
3/1/2012;0.041063
4/1/2012;0.041063
5/1/2012;0.041063
6/1/2012;0.041063
9/1/2012;0.041063
10/1/2012;0.041063
11/1/2012;0.041063
12/1/2012;0.041063
13/01/2012;0.041063
16/01/2012;0.041063
17/01/2012;0.041063
18/01/2012;0.041063
19/01/2012;0.039270
20/01/2012;0.039270
23/01/2012;0.039270
24/01/2012;0.039270
25/01/2012;0.039270
26/01/2012;0.039270
27/01/2012;0.039270
30/01/2012;0.039270
31/01/2012;0.039270
1/2/2012;0.039270
2/2/2012;0.039270
3/2/2012;0.039270
6/2/2012;0.039270
7/2/2012;0.039270
8/2/2012;0.039270
9/2/2012;0.039270
10/2/2012;0.039270
13/02/2012;0.039270
14/02/2012;0.039270
15/02/2012;0.039270
16/02/2012;0.039270
17/02/2012;0.039270
22/02/2012;0.039270
23/02/2012;0.039270
24/02/2012;0.039270
27/02/2012;0.039270
28/02/2012;0.039270
29/02/2012;0.039270
1/3/2012;0.039270
2/3/2012;0.039270
5/3/2012;0.039270
6/3/2012;0.039270
7/3/2012;0.039270
8/3/2012;0.036564
9/3/2012;0.036564
12/3/2012;0.036564
13/03/2012;0.036564
14/03/2012;0.036564
15/03/2012;0.036564
16/03/2012;0.036564
19/03/2012;0.036564
20/03/2012;0.036564
21/03/2012;0.036564
22/03/2012;0.036564
23/03/2012;0.036564
26/03/2012;0.036564
27/03/2012;0.036564
28/03/2012;0.036564
29/03/2012;0.036564
30/03/2012;0.036564
2/4/2012;0.036564
3/4/2012;0.036564
4/4/2012;0.036564
5/4/2012;0.036564
9/4/2012;0.036564
10/4/2012;0.036564
11/4/2012;0.036564
12/4/2012;0.036564
13/04/2012;0.036564
16/04/2012;0.036564
17/04/2012;0.036564
18/04/2012;0.036564
19/04/2012;0.033839
20/04/2012;0.033839
23/04/2012;0.033839
24/04/2012;0.033839
25/04/2012;0.033839
26/04/2012;0.033839
27/04/2012;0.033839
30/04/2012;0.033839
2/5/2012;0.033839
3/5/2012;0.033839
4/5/2012;0.033839
7/5/2012;0.033839
8/5/2012;0.033839
9/5/2012;0.033839
10/5/2012;0.033839
11/5/2012;0.033839
14/05/2012;0.033803
15/05/2012;0.033803
16/05/2012;0.033803
17/05/2012;0.033803
18/05/2012;0.033803
21/05/2012;0.033803
22/05/2012;0.033803
23/05/2012;0.033803
24/05/2012;0.033803
25/05/2012;0.033803
28/05/2012;0.033803
29/05/2012;0.033803
30/05/2012;0.033766
31/05/2012;0.031976
1/6/2012;0.031976
4/6/2012;0.031976
5/6/2012;0.031976
6/6/2012;0.031976
8/6/2012;0.031976
11/6/2012;0.031976
12/6/2012;0.031976
13/06/2012;0.031976
14/06/2012;0.031976
15/06/2012;0.031976
18/06/2012;0.031976
19/06/2012;0.031976
20/06/2012;0.031976
21/06/2012;0.031976
22/06/2012;0.031976
25/06/2012;0.031976
26/06/2012;0.031976
27/06/2012;0.031976
28/06/2012;0.031976
29/06/2012;0.032012
2/7/2012;0.031976
3/7/2012;0.031976
4/7/2012;0.031976
5/7/2012;0.031976
6/7/2012;0.031976
9/7/2012;0.031976
10/7/2012;0.031976
11/7/2012;0.031976
12/7/2012;0.030140
13/07/2012;0.030140
16/07/2012;0.030140
17/07/2012;0.030140
18/07/2012;0.030140
19/07/2012;0.030140
20/07/2012;0.030140
23/07/2012;0.030140
24/07/2012;0.030140
25/07/2012;0.030140
26/07/2012;0.030140
27/07/2012;0.030140
30/07/2012;0.030140
31/07/2012;0.030140
1/8/2012;0.030140
2/8/2012;0.030140
3/8/2012;0.030140
6/8/2012;0.030140
7/8/2012;0.030140
8/8/2012;0.030140
9/8/2012;0.030140
10/8/2012;0.030140
13/08/2012;0.030140
14/08/2012;0.030140
15/08/2012;0.030140
16/08/2012;0.030140
17/08/2012;0.030140
20/08/2012;0.030140
21/08/2012;0.030140
22/08/2012;0.030140
23/08/2012;0.030140
24/08/2012;0.030140
27/08/2012;0.030140
28/08/2012;0.030140
29/08/2012;0.030140
30/08/2012;0.028296
31/08/2012;0.028296
3/9/2012;0.028296
4/9/2012;0.028296
5/9/2012;0.028296
6/9/2012;0.028296
10/9/2012;0.028296
11/9/2012;0.028296
12/9/2012;0.028296
13/09/2012;0.028296
14/09/2012;0.028296
17/09/2012;0.028296
18/09/2012;0.028296
19/09/2012;0.028296
20/09/2012;0.028296
21/09/2012;0.028296
24/09/2012;0.028296
25/09/2012;0.028296
26/09/2012;0.028296
27/09/2012;0.028296
28/09/2012;0.028296
1/10/2012;0.028296
2/10/2012;0.028296
3/10/2012;0.028296
4/10/2012;0.028296
5/10/2012;0.028296
8/10/2012;0.028296
9/10/2012;0.028296
10/10/2012;0.028296
11/10/2012;0.027371
15/10/2012;0.027371
16/10/2012;0.027371
17/10/2012;0.027371
18/10/2012;0.027371
19/10/2012;0.027371
22/10/2012;0.027371
23/10/2012;0.027371
24/10/2012;0.027371
25/10/2012;0.027371
26/10/2012;0.027371
29/10/2012;0.027371
30/10/2012;0.027371
31/10/2012;0.027371
1/11/2012;0.027371
5/11/2012;0.027371
6/11/2012;0.027371
7/11/2012;0.027371
8/11/2012;0.027371
9/11/2012;0.027371
12/11/2012;0.027371
13/11/2012;0.027371
14/11/2012;0.027371
16/11/2012;0.027371
19/11/2012;0.027371
20/11/2012;0.027371
21/11/2012;0.027371
22/11/2012;0.027371
23/11/2012;0.027371
26/11/2012;0.027371
27/11/2012;0.027371
28/11/2012;0.027371
29/11/2012;0.027371
30/11/2012;0.027371
3/12/2012;0.027371
4/12/2012;0.027371
5/12/2012;0.027371
6/12/2012;0.027371
7/12/2012;0.027371
10/12/2012;0.027371
11/12/2012;0.027334
12/12/2012;0.027334
13/12/2012;0.027334
14/12/2012;0.027297
17/12/2012;0.027297
18/12/2012;0.027260
19/12/2012;0.027260
20/12/2012;0.027260
21/12/2012;0.027260
24/12/2012;0.027556
26/12/2012;0.027742
27/12/2012;0.027779
28/12/2012;0.027853
31/12/2012;0.027927
2/1/2013;0.027260
3/1/2013;0.027260
4/1/2013;0.027260
7/1/2013;0.027260
8/1/2013;0.027260
9/1/2013;0.027260
10/1/2013;0.027260
11/1/2013;0.027260
14/01/2013;0.027260
15/01/2013;0.027260
16/01/2013;0.027260
17/01/2013;0.027260
18/01/2013;0.027260
21/01/2013;0.027260
22/01/2013;0.027260
23/01/2013;0.027260
24/01/2013;0.027260
25/01/2013;0.027260
28/01/2013;0.027260
29/01/2013;0.027260
30/01/2013;0.027260
31/01/2013;0.027260
1/2/2013;0.027260
4/2/2013;0.027260
5/2/2013;0.027260
6/2/2013;0.027260
7/2/2013;0.027260
8/2/2013;0.027260
13/02/2013;0.027260
14/02/2013;0.027260
15/02/2013;0.027260
18/02/2013;0.027260
19/02/2013;0.027260
20/02/2013;0.027260
21/02/2013;0.027260
22/02/2013;0.027260
25/02/2013;0.027260
26/02/2013;0.027519
27/02/2013;0.027594
28/02/2013;0.027594
1/3/2013;0.027371
4/3/2013;0.027297
5/3/2013;0.027297
6/3/2013;0.027371
7/3/2013;0.027297
8/3/2013;0.027334
11/3/2013;0.027334
12/3/2013;0.027371
13/03/2013;0.027408
14/03/2013;0.027445
15/03/2013;0.027445
18/03/2013;0.027445
19/03/2013;0.027445
20/03/2013;0.027445
21/03/2013;0.027445
22/03/2013;0.027445
25/03/2013;0.027445
26/03/2013;0.027445
27/03/2013;0.027445
28/03/2013;0.027445
1/4/2013;0.027445
2/4/2013;0.027445
3/4/2013;0.027445
4/4/2013;0.027445
5/4/2013;0.027445
8/4/2013;0.027445
9/4/2013;0.027445
10/4/2013;0.027445
11/4/2013;0.027445
12/4/2013;0.027445
15/04/2013;0.027445
16/04/2013;0.027445
17/04/2013;0.027445
18/04/2013;0.028370
19/04/2013;0.028370
22/04/2013;0.028333
23/04/2013;0.028333
24/04/2013;0.028333
25/04/2013;0.028333
26/04/2013;0.028333
29/04/2013;0.028333
30/04/2013;0.028333
2/5/2013;0.028333
3/5/2013;0.028333
6/5/2013;0.028333
7/5/2013;0.028333
8/5/2013;0.028333
9/5/2013;0.028333
10/5/2013;0.028333
13/05/2013;0.028333
14/05/2013;0.028333
15/05/2013;0.028333
16/05/2013;0.028333
17/05/2013;0.028333
20/05/2013;0.028333
21/05/2013;0.028333
22/05/2013;0.028333
23/05/2013;0.028333
24/05/2013;0.028333
27/05/2013;0.028333
28/05/2013;0.028333
29/05/2013;0.028333
31/05/2013;0.030177
3/6/2013;0.030177
4/6/2013;0.030177
5/6/2013;0.030177
6/6/2013;0.030177
7/6/2013;0.030177
10/6/2013;0.030177
11/6/2013;0.030177
12/6/2013;0.030177
13/06/2013;0.030177
14/06/2013;0.030177
17/06/2013;0.030177
18/06/2013;0.030177
19/06/2013;0.030177
20/06/2013;0.030177
21/06/2013;0.030177
24/06/2013;0.030177
25/06/2013;0.030177
26/06/2013;0.030177
27/06/2013;0.030177
28/06/2013;0.030177
1/7/2013;0.030177
2/7/2013;0.030177
3/7/2013;0.030177
4/7/2013;0.030177
5/7/2013;0.030177
8/7/2013;0.030177
9/7/2013;0.030177
10/7/2013;0.030177
11/7/2013;0.032012
12/7/2013;0.032012
15/07/2013;0.032012
16/07/2013;0.032012
17/07/2013;0.032012
18/07/2013;0.032012
19/07/2013;0.032012
22/07/2013;0.032012
23/07/2013;0.032012
24/07/2013;0.032012
25/07/2013;0.032012
26/07/2013;0.032012
29/07/2013;0.032012
30/07/2013;0.032012
31/07/2013;0.032012
1/8/2013;0.032012
2/8/2013;0.032012
5/8/2013;0.032012
6/8/2013;0.032012
7/8/2013;0.032012
8/8/2013;0.032012
9/8/2013;0.032012
12/8/2013;0.032012
13/08/2013;0.032012
14/08/2013;0.032012
15/08/2013;0.032012
16/08/2013;0.032012
19/08/2013;0.032012
20/08/2013;0.032012
21/08/2013;0.032012
22/08/2013;0.032012
23/08/2013;0.032012
26/08/2013;0.032012
27/08/2013;0.032012
28/08/2013;0.032012
29/08/2013;0.033839
30/08/2013;0.033839
2/9/2013;0.033839
3/9/2013;0.033839
4/9/2013;0.033839
5/9/2013;0.033839
6/9/2013;0.033839
9/9/2013;0.033839
10/9/2013;0.033839
11/9/2013;0.033839
12/9/2013;0.033839
13/09/2013;0.033839
16/09/2013;0.033839
17/09/2013;0.033839
18/09/2013;0.033839
19/09/2013;0.033839
20/09/2013;0.033839
23/09/2013;0.033839
24/09/2013;0.033839
25/09/2013;0.033839
26/09/2013;0.033839
27/09/2013;0.033839
30/09/2013;0.033839
1/10/2013;0.033839
2/10/2013;0.033839
3/10/2013;0.033839
4/10/2013;0.033839
7/10/2013;0.033839
8/10/2013;0.033839
9/10/2013;0.033839
10/10/2013;0.035657
11/10/2013;0.035657
14/10/2013;0.035657
15/10/2013;0.035657
16/10/2013;0.035657
17/10/2013;0.035657
18/10/2013;0.035657
21/10/2013;0.035657
22/10/2013;0.035657
23/10/2013;0.035657
24/10/2013;0.035657
25/10/2013;0.035657
28/10/2013;0.035657
29/10/2013;0.035657
30/10/2013;0.035657
31/10/2013;0.035657
1/11/2013;0.035657
4/11/2013;0.035657
5/11/2013;0.035657
6/11/2013;0.035657
7/11/2013;0.035657
8/11/2013;0.035657
11/11/2013;0.035657
12/11/2013;0.035657
13/11/2013;0.035657
14/11/2013;0.035657
18/11/2013;0.035657
19/11/2013;0.035657
20/11/2013;0.035657
21/11/2013;0.035657
22/11/2013;0.035657
25/11/2013;0.035657
26/11/2013;0.035657
27/11/2013;0.035657
28/11/2013;0.037468
29/11/2013;0.037468
2/12/2013;0.037468
3/12/2013;0.037468
4/12/2013;0.037468
5/12/2013;0.037468
6/12/2013;0.037431
9/12/2013;0.037468
10/12/2013;0.037468
11/12/2013;0.037468
12/12/2013;0.037468
13/12/2013;0.037468
16/12/2013;0.037468
17/12/2013;0.037468
18/12/2013;0.037468
19/12/2013;0.037468
20/12/2013;0.037468
23/12/2013;0.037468
24/12/2013;0.037468
26/12/2013;0.037468
27/12/2013;0.037468
30/12/2013;0.037468
31/12/2013;0.037468
2/1/2014;0.037468
3/1/2014;0.037468
6/1/2014;0.037468
7/1/2014;0.037468
8/1/2014;0.037468
9/1/2014;0.037468
10/1/2014;0.037468
13/01/2014;0.037468
14/01/2014;0.037468
15/01/2014;0.037468
16/01/2014;0.039270
17/01/2014;0.039270
20/01/2014;0.039270
21/01/2014;0.039270
22/01/2014;0.039270
23/01/2014;0.039270
24/01/2014;0.039270
27/01/2014;0.039270
28/01/2014;0.039270
29/01/2014;0.039270
30/01/2014;0.039270
31/01/2014;0.039270
3/2/2014;0.039270
4/2/2014;0.039270
5/2/2014;0.039270
6/2/2014;0.039270
7/2/2014;0.039270
10/2/2014;0.039270
11/2/2014;0.039270
12/2/2014;0.039270
13/02/2014;0.039270
14/02/2014;0.039270
17/02/2014;0.039270
18/02/2014;0.039270
19/02/2014;0.039270
20/02/2014;0.039270
21/02/2014;0.039270
24/02/2014;0.039270
25/02/2014;0.039270
26/02/2014;0.039270
27/02/2014;0.040168
28/02/2014;0.040168
5/3/2014;0.040168
6/3/2014;0.040168
7/3/2014;0.040168
10/3/2014;0.040168
11/3/2014;0.040168
12/3/2014;0.040168
13/03/2014;0.040168
14/03/2014;0.040168
17/03/2014;0.040168
18/03/2014;0.040168
19/03/2014;0.040168
20/03/2014;0.040168
21/03/2014;0.040168
24/03/2014;0.040168
25/03/2014;0.040168
26/03/2014;0.040168
27/03/2014;0.040168
28/03/2014;0.040168
31/03/2014;0.040168
1/4/2014;0.040168
2/4/2014;0.040168
3/4/2014;0.041063
4/4/2014;0.041063
7/4/2014;0.041063
8/4/2014;0.041063
9/4/2014;0.041063
10/4/2014;0.041063
11/4/2014;0.041063
14/04/2014;0.041063
15/04/2014;0.041063
16/04/2014;0.041063
17/04/2014;0.041063
22/04/2014;0.041063
23/04/2014;0.041063
24/04/2014;0.041063
25/04/2014;0.041063
28/04/2014;0.041063
29/04/2014;0.041063
30/04/2014;0.041063
2/5/2014;0.041063
5/5/2014;0.041063
6/5/2014;0.041063
7/5/2014;0.041063
8/5/2014;0.041063
9/5/2014;0.041063
12/5/2014;0.041063
13/05/2014;0.041063
14/05/2014;0.041063
15/05/2014;0.041063
16/05/2014;0.041063
19/05/2014;0.041063
20/05/2014;0.041063
21/05/2014;0.041063
22/05/2014;0.041063
23/05/2014;0.041063
26/05/2014;0.041063
27/05/2014;0.041063
28/05/2014;0.041063
29/05/2014;0.041063
30/05/2014;0.041063
2/6/2014;0.041063
3/6/2014;0.041063
4/6/2014;0.041063
5/6/2014;0.041063
6/6/2014;0.041063
9/6/2014;0.041063
10/6/2014;0.041063
11/6/2014;0.041063
12/6/2014;0.041063
13/06/2014;0.041063
16/06/2014;0.041063
17/06/2014;0.041063
18/06/2014;0.041063
20/06/2014;0.041063
23/06/2014;0.041063
24/06/2014;0.041063
25/06/2014;0.041063
26/06/2014;0.041063
27/06/2014;0.041063
30/06/2014;0.041063
1/7/2014;0.041063
2/7/2014;0.041063
3/7/2014;0.041063
4/7/2014;0.041063
7/7/2014;0.041063
8/7/2014;0.041063
9/7/2014;0.041063
10/7/2014;0.041063
11/7/2014;0.041063
14/07/2014;0.041063
15/07/2014;0.041063
16/07/2014;0.041063
17/07/2014;0.041063
18/07/2014;0.041063
21/07/2014;0.041063
22/07/2014;0.041063
23/07/2014;0.041063
24/07/2014;0.041063
25/07/2014;0.041063
28/07/2014;0.041063
29/07/2014;0.041063
30/07/2014;0.041063
31/07/2014;0.041063
1/8/2014;0.041063
4/8/2014;0.041063
5/8/2014;0.041063
6/8/2014;0.041063
7/8/2014;0.041063
8/8/2014;0.041063
11/8/2014;0.041063
12/8/2014;0.041063
13/08/2014;0.041063
14/08/2014;0.041063
15/08/2014;0.041099
18/08/2014;0.041063
19/08/2014;0.041063
20/08/2014;0.041099
21/08/2014;0.041099
22/08/2014;0.041063
25/08/2014;0.041063
26/08/2014;0.041063
27/08/2014;0.041063
28/08/2014;0.041063
29/08/2014;0.041063
1/9/2014;0.041063
2/9/2014;0.041063
3/9/2014;0.041063
4/9/2014;0.041063
5/9/2014;0.041063
8/9/2014;0.041063
9/9/2014;0.041063
10/9/2014;0.041063
11/9/2014;0.041063
12/9/2014;0.041063
15/09/2014;0.041063
16/09/2014;0.041063
17/09/2014;0.041063
18/09/2014;0.041063
19/09/2014;0.041063
22/09/2014;0.041063
23/09/2014;0.041063
24/09/2014;0.041063
25/09/2014;0.041063
26/09/2014;0.041063
29/09/2014;0.041063
30/09/2014;0.041063
1/10/2014;0.041063
2/10/2014;0.041063
3/10/2014;0.041063
6/10/2014;0.041063
7/10/2014;0.041063
8/10/2014;0.041063
9/10/2014;0.041063
10/10/2014;0.041063
13/10/2014;0.041063
14/10/2014;0.041063
15/10/2014;0.041063
16/10/2014;0.041063
17/10/2014;0.041063
20/10/2014;0.041063
21/10/2014;0.041063
22/10/2014;0.041063
23/10/2014;0.041063
24/10/2014;0.041063
27/10/2014;0.041063
28/10/2014;0.041063
29/10/2014;0.041063
30/10/2014;0.041957
31/10/2014;0.041957
3/11/2014;0.041957
4/11/2014;0.041957
5/11/2014;0.041957
6/11/2014;0.041957
7/11/2014;0.041957
10/11/2014;0.041957
11/11/2014;0.041957
12/11/2014;0.041957
13/11/2014;0.041957
14/11/2014;0.041957
17/11/2014;0.041957
18/11/2014;0.041957
19/11/2014;0.041957
20/11/2014;0.041957
21/11/2014;0.041957
24/11/2014;0.041957
25/11/2014;0.041957
26/11/2014;0.041957
27/11/2014;0.041957
28/11/2014;0.041957
1/12/2014;0.041957
2/12/2014;0.041957
3/12/2014;0.041957
4/12/2014;0.043739
5/12/2014;0.043739
8/12/2014;0.043739
9/12/2014;0.043739
10/12/2014;0.043739
11/12/2014;0.043739
12/12/2014;0.043739
15/12/2014;0.043739
16/12/2014;0.043739
17/12/2014;0.043739
18/12/2014;0.043739
19/12/2014;0.043739
22/12/2014;0.043739
23/12/2014;0.043739
24/12/2014;0.043739
26/12/2014;0.043739
29/12/2014;0.043739
30/12/2014;0.043739
31/12/2014;0.043739
2/1/2015;0.043739
5/1/2015;0.043739
6/1/2015;0.043739
7/1/2015;0.043739
8/1/2015;0.043739
9/1/2015;0.043739
12/1/2015;0.043739
13/01/2015;0.043739
14/01/2015;0.043739
15/01/2015;0.043739
16/01/2015;0.043739
19/01/2015;0.043739
20/01/2015;0.043739
21/01/2015;0.043739
22/01/2015;0.045513
23/01/2015;0.045513
26/01/2015;0.045513
27/01/2015;0.045513
28/01/2015;0.045513
29/01/2015;0.045513
30/01/2015;0.045513
2/2/2015;0.045513
3/2/2015;0.045513
4/2/2015;0.045513
5/2/2015;0.045513
6/2/2015;0.045513
9/2/2015;0.045513
10/2/2015;0.045513
11/2/2015;0.045513
12/2/2015;0.045513
13/02/2015;0.045513
18/02/2015;0.045513
19/02/2015;0.045513
20/02/2015;0.045513
23/02/2015;0.045513
24/02/2015;0.045513
25/02/2015;0.045513
26/02/2015;0.045513
27/02/2015;0.045513
2/3/2015;0.045513
3/3/2015;0.045513
4/3/2015;0.045513
5/3/2015;0.047279
6/3/2015;0.047279
9/3/2015;0.047279
10/3/2015;0.047279
11/3/2015;0.047279
12/3/2015;0.047279
13/03/2015;0.047279
16/03/2015;0.047279
17/03/2015;0.047279
18/03/2015;0.047279
19/03/2015;0.047279
20/03/2015;0.047279
23/03/2015;0.047279
24/03/2015;0.047279
25/03/2015;0.047279
26/03/2015;0.047279
27/03/2015;0.047279
30/03/2015;0.047279
31/03/2015;0.047279
1/4/2015;0.047279
2/4/2015;0.047279
6/4/2015;0.047279
7/4/2015;0.047279
8/4/2015;0.047279
9/4/2015;0.047279
10/4/2015;0.047279
13/04/2015;0.047279
14/04/2015;0.047279
15/04/2015;0.047279
16/04/2015;0.047279
17/04/2015;0.047279
20/04/2015;0.047279
22/04/2015;0.047279
23/04/2015;0.047279
24/04/2015;0.047279
27/04/2015;0.047314
28/04/2015;0.047350
29/04/2015;0.047350
30/04/2015;0.049037
4/5/2015;0.049037
5/5/2015;0.049037
6/5/2015;0.049037
7/5/2015;0.049037
8/5/2015;0.049037
11/5/2015;0.049037
12/5/2015;0.049037
13/05/2015;0.049037
14/05/2015;0.049037
15/05/2015;0.049037
18/05/2015;0.049037
19/05/2015;0.049037
20/05/2015;0.049037
21/05/2015;0.049037
22/05/2015;0.049037
25/05/2015;0.049037
26/05/2015;0.049037
27/05/2015;0.049037
28/05/2015;0.049037
29/05/2015;0.049037
1/6/2015;0.049037
2/6/2015;0.049037
3/6/2015;0.049037
5/6/2015;0.050788
8/6/2015;0.050788
9/6/2015;0.050788
10/6/2015;0.050788
11/6/2015;0.050788
12/6/2015;0.050788
15/06/2015;0.050788
16/06/2015;0.050788
17/06/2015;0.050788
18/06/2015;0.050788
19/06/2015;0.050788
22/06/2015;0.050788
23/06/2015;0.050788
24/06/2015;0.050788
25/06/2015;0.050788
26/06/2015;0.050788
29/06/2015;0.050788
30/06/2015;0.050788
1/7/2015;0.050788
2/7/2015;0.050788
3/7/2015;0.050788
6/7/2015;0.050788
7/7/2015;0.050788
8/7/2015;0.050788
9/7/2015;0.050788
10/7/2015;0.050788
13/07/2015;0.050788
14/07/2015;0.050788
15/07/2015;0.050788
16/07/2015;0.050788
17/07/2015;0.050788
20/07/2015;0.050788
21/07/2015;0.050788
22/07/2015;0.050788
23/07/2015;0.050788
24/07/2015;0.050788
27/07/2015;0.050788
28/07/2015;0.050788
29/07/2015;0.050788
30/07/2015;0.052531
31/07/2015;0.052531
3/8/2015;0.052531
4/8/2015;0.052531
5/8/2015;0.052531
6/8/2015;0.052531
7/8/2015;0.052531
10/8/2015;0.052531
11/8/2015;0.052531
12/8/2015;0.052531
13/08/2015;0.052531
14/08/2015;0.052531
17/08/2015;0.052531
18/08/2015;0.052531
19/08/2015;0.052531
20/08/2015;0.052531
21/08/2015;0.052531
24/08/2015;0.052531
25/08/2015;0.052531
26/08/2015;0.052531
27/08/2015;0.052531
28/08/2015;0.052531
31/08/2015;0.052531
1/9/2015;0.052531
2/9/2015;0.052531
3/9/2015;0.052531
4/9/2015;0.052531
8/9/2015;0.052531
9/9/2015;0.052531
10/9/2015;0.052531
11/9/2015;0.052531
14/09/2015;0.052531
15/09/2015;0.052531
16/09/2015;0.052531
17/09/2015;0.052531
18/09/2015;0.052531
21/09/2015;0.052531
22/09/2015;0.052531
23/09/2015;0.052531
24/09/2015;0.052531
25/09/2015;0.052531
28/09/2015;0.052531
29/09/2015;0.052531
30/09/2015;0.052531
1/10/2015;0.052531
2/10/2015;0.052531
5/10/2015;0.052531
6/10/2015;0.052531
7/10/2015;0.052531
8/10/2015;0.052531
9/10/2015;0.052531
13/10/2015;0.052531
14/10/2015;0.052531
15/10/2015;0.052531
16/10/2015;0.052531
19/10/2015;0.052531
20/10/2015;0.052531
21/10/2015;0.052531
22/10/2015;0.052531
23/10/2015;0.052531
26/10/2015;0.052531
27/10/2015;0.052531
28/10/2015;0.052531
29/10/2015;0.052531
30/10/2015;0.052531
3/11/2015;0.052531
4/11/2015;0.052531
5/11/2015;0.052531
6/11/2015;0.052531
9/11/2015;0.052531
10/11/2015;0.052531
11/11/2015;0.052531
12/11/2015;0.052531
13/11/2015;0.052531
16/11/2015;0.052531
17/11/2015;0.052531
18/11/2015;0.052531
19/11/2015;0.052531
20/11/2015;0.052531
23/11/2015;0.052531
24/11/2015;0.052531
25/11/2015;0.052531
26/11/2015;0.052531
27/11/2015;0.052531
30/11/2015;0.052531
1/12/2015;0.052531
2/12/2015;0.052531
3/12/2015;0.052531
4/12/2015;0.052531
7/12/2015;0.052531
8/12/2015;0.052531
9/12/2015;0.052531
10/12/2015;0.052531
11/12/2015;0.052531
14/12/2015;0.052531
15/12/2015;0.052531
16/12/2015;0.052531
17/12/2015;0.052531
18/12/2015;0.052531
21/12/2015;0.052531
22/12/2015;0.052531
23/12/2015;0.052531
24/12/2015;0.052531
28/12/2015;0.052531
29/12/2015;0.052531
30/12/2015;0.052531
31/12/2015;0.052531
4/1/2016;0.052531
5/1/2016;0.052531
6/1/2016;0.052531
7/1/2016;0.052531
8/1/2016;0.052531
11/1/2016;0.052531
12/1/2016;0.052531
13/01/2016;0.052531
14/01/2016;0.052531
15/01/2016;0.052531
18/01/2016;0.052531
19/01/2016;0.052531
20/01/2016;0.052531
21/01/2016;0.052531
22/01/2016;0.052531
25/01/2016;0.052531
26/01/2016;0.052531
27/01/2016;0.052531
28/01/2016;0.052531
29/01/2016;0.052531
1/2/2016;0.052531
2/2/2016;0.052531
3/2/2016;0.052531
4/2/2016;0.052531
5/2/2016;0.052531
10/2/2016;0.052531
11/2/2016;0.052531
12/2/2016;0.052531
15/02/2016;0.052531
16/02/2016;0.052531
17/02/2016;0.052531
18/02/2016;0.052531
19/02/2016;0.052531
22/02/2016;0.052531
23/02/2016;0.052531
24/02/2016;0.052531
25/02/2016;0.052531
26/02/2016;0.052531
29/02/2016;0.052531
1/3/2016;0.052531
2/3/2016;0.052531
3/3/2016;0.052531
4/3/2016;0.052531
7/3/2016;0.052531
8/3/2016;0.052531
9/3/2016;0.052531
10/3/2016;0.052531
11/3/2016;0.052531
14/03/2016;0.052531
15/03/2016;0.052531
16/03/2016;0.052531
17/03/2016;0.052531
18/03/2016;0.052531
21/03/2016;0.052531
22/03/2016;0.052531
23/03/2016;0.052531
24/03/2016;0.052531
28/03/2016;0.052531
29/03/2016;0.052531
30/03/2016;0.052531
31/03/2016;0.052531
1/4/2016;0.052531
4/4/2016;0.052531
5/4/2016;0.052531
6/4/2016;0.052531
7/4/2016;0.052531
8/4/2016;0.052531
11/4/2016;0.052531
12/4/2016;0.052531
13/04/2016;0.052531
14/04/2016;0.052531
