Date,Price,Open,High,Low,Vol.,Change %
10/11/18,"8,795.44","8,881.39","8,973.39","8,749.56",,-0.97%
10/10/18,"8,881.37","9,128.72","9,128.73","8,880.66",,-2.71%
10/9/18,"9,128.88","9,143.94","9,213.27","9,029.30",,-0.16%
10/8/18,"9,143.58","8,674.00","9,393.47","8,674.00",,5.43%
10/5/18,"8,672.35","8,725.61","8,862.67","8,607.39",,-0.55%
10/4/18,"8,720.58","8,687.55","8,740.90","8,559.36",,0.37%
10/3/18,"8,688.22","8,382.14","8,940.78","8,382.14",,3.65%
10/2/18,"8,381.90","7,962.11","8,414.40","7,962.11",,5.29%
10/1/18,"7,960.53","8,093.97","8,114.65","7,927.01",,-1.61%
9/28/18,"8,090.78","8,172.57","8,172.57","8,010.30",,-1.01%
9/27/18,"8,173.02","7,988.84","8,180.78","7,988.84",,2.31%
9/26/18,"7,988.50","7,935.49","8,091.96","7,935.49",,0.69%
9/25/18,"7,933.88","7,930.90","7,957.15","7,790.35",,0.02%
9/24/18,"7,932.57","8,099.08","8,099.63","7,885.78",,-2.05%
9/21/18,"8,098.84","7,951.70","8,150.21","7,951.49",,1.86%
9/20/18,"7,950.83","7,983.26","8,082.06","7,932.19",,-0.37%
9/19/18,"7,980.04","7,983.30","8,077.72","7,887.56",,-0.06%
9/18/18,"7,984.74","7,912.20","8,032.78","7,906.71",,0.91%
9/17/18,"7,912.54","7,736.64","7,924.25","7,707.25",,2.29%
9/14/18,"7,735.03","7,645.65","7,766.03","7,600.15",,1.17%
9/13/18,"7,645.66","7,669.21","7,698.70","7,608.66",,-0.31%
9/12/18,"7,669.12","7,653.16","7,744.43","7,639.41",,0.28%
9/11/18,"7,647.79","7,905.19","7,905.19","7,606.98",,-3.31%
9/10/18,"7,909.20","7,894.26","8,001.43","7,853.44",,0.20%
9/6/18,"7,893.50","7,747.38","7,918.82","7,686.20",,1.88%
9/5/18,"7,747.71","7,660.65","7,777.90","7,606.82",,1.13%
9/4/18,"7,661.12","7,782.65","7,793.06","7,634.72",,-1.57%
9/3/18,"7,783.63","7,883.52","7,883.52","7,753.49",,-1.28%
8/31/18,"7,884.38","7,812.87","7,947.73","7,781.98",,0.92%
8/30/18,"7,812.81","8,087.39","8,087.39","7,812.81",,-3.40%
8/29/18,"8,087.44","7,947.81","8,117.29","7,947.81",,1.76%
8/28/18,"7,947.36","7,992.80","8,010.33","7,890.35",,-0.57%
8/27/18,"7,992.74","7,772.64","8,016.67","7,772.64",,2.83%
8/24/18,"7,772.64","7,728.73","7,866.91","7,708.32",,0.57%
8/23/18,"7,728.62","7,983.49","8,021.91","7,706.86",,-3.19%
8/22/18,"7,983.47","7,828.24","7,988.70","7,737.83",,1.98%
8/21/18,"7,828.33","7,986.16","7,986.16","7,782.34",,-1.98%
8/20/18,"7,986.16","7,993.74","8,026.75","7,923.17",,-0.11%
8/17/18,"7,995.25","8,182.07","8,182.07","7,994.11",,-2.28%
8/16/18,"8,182.21","8,182.69","8,251.30","8,115.28",,0.03%
8/15/18,"8,179.61","8,230.98","8,240.84","8,099.41",,-0.64%
8/14/18,"8,232.50","8,050.43","8,238.58","8,050.43",,2.26%
8/13/18,"8,050.28","7,977.11","8,090.93","7,890.61",,0.91%
8/10/18,"7,977.67","8,286.42","8,286.63","7,931.92",,-3.73%
8/9/18,"8,286.84","8,307.95","8,406.66","8,216.87",,-0.25%
8/8/18,"8,307.95","8,442.12","8,532.48","8,276.87",,-1.59%
8/7/18,"8,442.12","8,566.01","8,621.06","8,354.35",,-1.43%
8/6/18,"8,564.40","8,640.23","8,667.40","8,535.97",,-0.88%
8/3/18,"8,640.38","8,417.58","8,652.13","8,417.58",,2.74%
8/2/18,"8,409.76","8,353.26","8,434.62","8,269.39",,0.53%
8/1/18,"8,365.26","8,272.93","8,403.40","8,256.23",,1.08%
7/31/18,"8,276.00","8,481.74","8,481.74","8,250.00",,-2.43%
7/30/18,"8,481.84","8,409.55","8,520.29","8,403.29",,0.86%
7/27/18,"8,409.61","8,370.64","8,475.27","8,358.41",,0.45%
7/26/18,"8,371.96","8,550.07","8,557.29","8,324.28",,-2.08%
7/25/18,"8,549.93","8,368.84","8,598.10","8,368.84",,2.17%
7/24/18,"8,368.67","8,319.97","8,425.72","8,319.97",,0.63%
7/23/18,"8,316.25","8,420.74","8,420.74","8,290.60",,-1.24%
7/20/18,"8,420.30","8,199.23","8,513.79","8,199.23",,2.71%
7/19/18,"8,197.83","8,165.77","8,197.83","7,981.15",,0.38%
7/18/18,"8,166.52","8,294.45","8,322.33","8,143.45",,-1.58%
7/17/18,"8,297.23","8,109.36","8,342.44","8,068.22",,2.32%
7/16/18,"8,109.18","8,093.14","8,114.63","8,014.92",,0.20%
7/13/18,"8,092.98","7,908.55","8,092.98","7,878.14",,2.32%
7/12/18,"7,909.56","7,743.88","7,911.85","7,743.88",,2.14%
7/11/18,"7,743.86","7,727.40","7,775.53","7,684.93",,0.21%
7/10/18,"7,727.30","7,690.89","7,805.95","7,664.09",,0.46%
7/6/18,"7,692.00","7,637.91","7,707.45","7,578.70",,0.71%
7/5/18,"7,637.91","7,682.39","7,710.34","7,538.06",,-0.56%
7/4/18,"7,681.20","7,583.53","7,688.16","7,550.18",,1.30%
7/3/18,"7,582.58","7,426.59","7,668.76","7,426.59",,2.15%
7/2/18,"7,423.25","7,399.54","7,427.44","7,311.28",,0.32%
6/29/18,"7,399.54","7,297.65","7,449.42","7,297.65",,1.40%
6/28/18,"7,297.09","7,106.34","7,315.12","7,103.26",,2.68%
6/27/18,"7,106.30","7,231.20","7,286.30","7,067.55",,-1.71%
6/26/18,"7,230.09","7,206.14","7,290.78","7,134.64",,0.37%
6/25/18,"7,203.41","7,149.06","7,238.18","7,055.53",,0.76%
6/22/18,"7,149.08","7,084.86","7,178.57","7,052.76",,0.92%
6/21/18,"7,083.74","7,287.44","7,287.44","7,069.42",,-2.80%
6/20/18,"7,287.77","7,193.03","7,373.56","7,142.70",,1.33%
6/19/18,"7,191.98","6,880.94","7,280.26","6,854.03",,4.52%
6/18/18,"6,880.94","7,046.08","7,047.74","6,870.34",,-2.35%
6/15/18,"7,046.48","7,033.71","7,053.28","6,883.89",,0.16%
6/14/18,"7,035.40","7,240.10","7,298.74","7,035.40",,-2.78%
6/13/18,"7,236.32","7,350.82","7,372.20","7,113.63",,-1.54%
6/12/18,"7,349.70","7,311.61","7,430.10","7,279.25",,0.51%
6/11/18,"7,312.19","7,493.23","7,577.38","7,270.82",,-2.42%
6/8/18,"7,493.18","7,419.81","7,581.65","7,217.77",,0.87%
6/7/18,"7,428.64","7,707.56","7,708.19","7,157.83",,-3.61%
6/6/18,"7,706.52","7,887.91","7,892.78","7,645.49",,-2.30%
6/5/18,"7,887.91","8,219.32","8,219.74","7,834.58",,-4.03%
6/4/18,"8,219.36","8,086.44","8,238.07","8,086.44",,1.65%
6/1/18,"8,086.04","7,942.42","8,110.29","7,865.05",,1.94%
5/30/18,"7,931.81","7,799.77","7,931.81","7,774.61",,1.64%
5/29/18,"7,804.07","7,807.93","7,978.44","7,756.15",,-0.04%
5/28/18,"7,807.23","8,112.12","8,115.43","7,793.92",,-3.88%
5/25/18,"8,122.80","8,257.04","8,316.06","8,078.51",,-1.62%
5/24/18,"8,256.70","8,244.93","8,263.50","8,094.74",,0.13%
5/23/18,"8,245.71","8,440.99","8,440.99","8,244.77",,-2.31%
5/22/18,"8,440.92","8,194.12","8,508.99","8,194.12",,3.01%
5/21/18,"8,194.15","8,297.78","8,399.14","8,147.87",,-1.24%
5/18/18,"8,296.63","8,318.19","8,318.86","8,080.88",,-0.26%
5/17/18,"8,318.19","8,694.11","8,697.22","8,312.11",,-4.32%
5/16/18,"8,694.11","8,572.11","8,749.25","8,551.56",,1.43%
5/15/18,"8,571.61","8,684.18","8,684.59","8,462.62",,-1.30%
5/14/18,"8,684.35","8,828.24","8,875.31","8,634.38",,-1.58%
5/11/18,"8,824.01","8,971.48","8,981.94","8,814.42",,-1.65%
5/10/18,"8,972.41","8,832.55","8,995.44","8,832.55",,1.67%
5/9/18,"8,824.93","8,749.83","8,845.19","8,703.78",,0.91%
5/8/18,"8,745.18","8,699.46","8,802.73","8,643.28",,0.53%
5/7/18,"8,698.77","8,721.94","8,795.87","8,675.22",,-0.27%
5/4/18,"8,721.94","8,804.03","8,817.58","8,694.60",,-0.95%
5/3/18,"8,805.68","9,005.95","9,010.55","8,800.38",,-2.22%
5/2/18,"9,005.95","9,279.83","9,279.85","8,986.06",,-2.95%
4/30/18,"9,279.86","9,390.08","9,417.97","9,255.99",,-1.18%
4/27/18,"9,390.50","9,380.05","9,458.47","9,342.78",,0.15%
4/26/18,"9,376.66","9,236.99","9,378.85","9,236.99",,1.52%
4/25/18,"9,236.56","9,217.17","9,253.99","9,103.84",,0.22%
4/24/18,"9,216.42","9,252.35","9,357.25","9,175.24",,-0.38%
4/23/18,"9,251.18","9,266.52","9,268.13","9,148.34",,-0.18%
4/20/18,"9,267.46","9,341.28","9,342.41","9,222.70",,-0.79%
4/19/18,"9,341.23","9,394.87","9,394.87","9,273.83",,-0.57%
4/18/18,"9,394.39","9,183.10","9,439.29","9,183.10",,2.32%
4/17/18,"9,181.83","9,048.46","9,200.06","9,036.45",,1.47%
4/16/18,"9,048.42","9,258.73","9,312.42","9,034.42",,-2.27%
4/13/18,"9,258.98","9,468.61","9,468.70","9,245.64",,-2.22%
4/12/18,"9,469.62","9,462.06","9,490.41","9,417.68",,0.10%
4/11/18,"9,459.77","9,360.94","9,474.44","9,340.93",,1.07%
4/10/18,"9,359.56","9,356.26","9,446.79","9,271.82",,0.03%
4/9/18,"9,356.33","9,580.86","9,599.28","9,332.91",,-2.34%
4/6/18,"9,580.22","9,613.03","9,620.49","9,459.33",,-0.34%
4/5/18,"9,613.03","9,538.58","9,756.47","9,538.58",,0.80%
4/4/18,"9,537.02","9,559.50","9,559.50","9,342.28",,-0.24%
4/3/18,"9,559.53","9,578.03","9,681.15","9,514.68",,-0.19%
4/2/18,"9,577.31","9,678.91","9,699.82","9,516.85",,-1.05%
3/29/18,"9,678.91","9,521.67","9,738.04","9,521.67",,1.67%
3/28/18,"9,519.88","9,446.35","9,519.88","9,365.10",,0.78%
3/27/18,"9,446.35","9,561.49","9,597.54","9,400.99",,-1.14%
3/26/18,"9,555.00","9,483.50","9,623.77","9,471.90",,0.76%
3/23/18,"9,482.74","9,489.19","9,610.33","9,416.42",,-0.13%
3/22/18,"9,495.00","9,532.37","9,606.17","9,420.47",,-0.38%
3/21/18,"9,531.55","9,516.09","9,564.55","9,474.01",,0.17%
3/20/18,"9,515.27","9,464.93","9,528.00","9,423.67",,0.56%
3/19/18,"9,462.62","9,563.21","9,564.35","9,424.82",,-1.05%
3/16/18,"9,563.12","9,573.45","9,672.74","9,553.42",,-0.11%
3/15/18,"9,573.45","9,658.27","9,658.27","9,530.15",,-0.88%
3/14/18,"9,658.77","9,777.42","9,819.12","9,626.59",,-1.22%
3/13/18,"9,777.69","9,847.99","9,879.46","9,741.55",,-0.71%
3/12/18,"9,847.36","9,797.81","9,857.88","9,786.31",,0.51%
3/9/18,"9,797.56","9,662.89","9,814.95","9,659.02",,1.40%
3/8/18,"9,662.51","9,703.85","9,792.81","9,591.84",,-0.48%
3/7/18,"9,708.83","9,765.05","9,765.07","9,602.23",,-0.58%
3/6/18,"9,765.05","9,757.16","9,876.85","9,757.16",,0.08%
3/5/18,"9,756.99","9,638.93","9,765.59","9,594.17",,1.22%
3/2/18,"9,638.93","9,583.30","9,639.03","9,452.05",,0.58%
3/1/18,"9,583.30","9,514.20","9,641.27","9,491.34",,0.73%
2/28/18,"9,514.03","9,749.18","9,749.18","9,513.63",,-2.42%
2/27/18,"9,750.03","9,873.83","9,873.83","9,723.68",,-1.25%
2/26/18,"9,873.79","9,855.96","9,933.24","9,827.88",,0.19%
2/23/18,"9,855.34","9,760.86","9,855.34","9,687.88",,0.97%
2/22/18,"9,761.07","9,714.65","9,867.78","9,710.37",,0.47%
2/21/18,"9,715.11","9,584.17","9,855.05","9,584.17",,1.37%
2/20/18,"9,584.17","9,379.28","9,595.08","9,337.52",,2.18%
2/19/18,"9,379.32","9,447.06","9,485.79","9,348.71",,-0.72%
2/16/18,"9,447.54","9,383.09","9,447.54","9,340.99",,0.69%
2/15/18,"9,383.00","9,300.73","9,445.45","9,300.73",,0.88%
2/14/18,"9,300.69","9,017.54","9,326.67","9,017.54",,3.14%
2/9/18,"9,017.12","9,091.14","9,113.78","8,869.06",,-0.82%
2/8/18,"9,091.45","9,244.11","9,346.30","9,059.63",,-1.62%
2/7/18,"9,241.41","9,363.18","9,422.29","9,209.37",,-1.31%
2/6/18,"9,363.72","9,127.83","9,418.27","9,037.87",,2.57%
2/5/18,"9,129.36","9,406.18","9,427.49","9,129.36",,-2.94%
2/2/18,"9,406.35","9,561.49","9,561.49","9,365.10",,-1.63%
2/1/18,"9,561.82","9,566.75","9,627.94","9,505.96",,-0.06%
1/31/18,"9,567.17","9,479.53","9,719.40","9,479.53",,0.93%
1/30/18,"9,479.44","9,466.46","9,486.47","9,354.19",,0.13%
1/29/18,"9,467.39","9,662.70","9,662.70","9,443.30",,-2.02%
1/26/18,"9,662.66","9,365.09","9,706.99","9,365.09",,3.18%
1/24/18,"9,365.09","8,921.53","9,365.09","8,921.53",,4.97%
1/23/18,"8,921.53","8,944.41","8,999.22","8,905.82",,-0.25%
1/22/18,"8,944.14","8,817.64","8,944.14","8,794.28",,1.40%
1/19/18,"8,820.33","8,754.41","8,842.25","8,754.38",,0.75%
1/18/18,"8,754.41","8,717.12","8,772.63","8,695.20",,0.44%
1/17/18,"8,715.98","8,559.11","8,730.96","8,528.33",,1.83%
1/16/18,"8,559.09","8,463.90","8,582.80","8,460.13",,1.12%
1/15/18,"8,463.90","8,425.65","8,468.35","8,425.65",,0.45%
1/12/18,"8,425.65","8,429.75","8,430.70","8,369.27",,-0.05%
1/11/18,"8,429.75","8,290.64","8,429.75","8,290.64",,1.67%
1/10/18,"8,291.57","8,336.62","8,336.62","8,259.27",,-0.53%
1/9/18,"8,335.92","8,426.09","8,426.34","8,312.58",,-1.09%
1/8/18,"8,428.05","8,412.92","8,439.60","8,332.88",,0.18%
1/5/18,"8,413.00","8,363.68","8,413.00","8,309.50",,0.59%
1/4/18,"8,363.67","8,259.79","8,392.91","8,259.79",,1.26%
1/3/18,"8,259.99","8,185.32","8,280.95","8,157.31",,0.91%
1/2/18,"8,185.28","8,020.90","8,191.43","8,020.90",,2.05%
12/28/17,"8,020.86","7,983.68","8,044.10","7,983.59",,0.46%
12/27/17,"7,983.89","7,957.94","8,029.26","7,957.94",,0.34%
12/26/17,"7,957.00","7,925.94","8,000.47","7,907.53",,0.39%
12/22/17,"7,925.94","7,916.80","7,932.58","7,857.09",,0.10%
12/21/17,"7,918.37","7,736.57","7,932.38","7,722.41",,2.36%
12/20/17,"7,736.16","7,699.67","7,771.91","7,699.67",,0.49%
12/19/17,"7,698.54","7,752.55","7,753.21","7,662.06",,-0.70%
12/18/17,"7,752.76","7,741.06","7,815.84","7,735.31",,0.19%
12/15/17,"7,737.68","7,723.71","7,787.87","7,703.35",,0.16%
12/14/17,"7,725.32","7,782.62","7,782.62","7,677.30",,-0.74%
12/13/17,"7,782.54","7,910.18","7,986.09","7,743.14",,-1.62%
12/12/17,"7,910.48","7,793.38","7,910.48","7,684.12",,1.50%
12/11/17,"7,793.48","7,780.13","7,859.54","7,761.66",,0.28%
12/8/17,"7,771.46","7,758.92","7,872.48","7,758.92",,0.16%
12/7/17,"7,758.92","7,840.89","7,840.89","7,613.99",,-1.05%
12/6/17,"7,841.18","7,761.10","7,850.95","7,653.71",,0.99%
12/5/17,"7,764.53","7,812.13","7,940.35","7,739.55",,-0.61%
12/4/17,"7,812.04","7,723.42","7,894.87","7,723.42",,1.15%
12/1/17,"7,723.42","7,685.28","7,749.79","7,621.34",,0.50%
11/30/17,"7,685.28","7,796.02","7,796.02","7,649.20",,-1.42%
11/29/17,"7,795.84","7,969.76","8,016.57","7,794.03",,-2.15%
11/28/17,"7,967.41","7,965.89","8,054.55","7,944.40",,0.05%
11/27/17,"7,963.05","7,952.14","7,973.91","7,836.04",,0.14%
11/24/17,"7,952.14","8,013.14","8,023.24","7,945.54",,-0.76%
11/23/17,"8,013.14","8,046.24","8,046.24","7,940.93",,-0.41%
11/22/17,"8,046.44","8,086.59","8,113.84","8,003.92",,-0.50%
11/21/17,"8,086.59","7,944.48","8,145.31","7,944.48",,1.80%
11/17/17,"7,943.49","7,852.58","7,982.46","7,826.11",,1.16%
11/16/17,"7,852.58","7,626.71","7,892.72","7,625.05",,2.96%
11/14/17,"7,626.84","7,761.80","7,821.18","7,618.73",,-1.74%
11/13/17,"7,761.80","7,729.27","7,800.14","7,681.23",,0.36%
11/10/17,"7,734.32","7,784.11","7,809.36","7,670.84",,-0.64%
11/9/17,"7,783.78","7,962.71","7,969.78","7,769.46",,-2.25%
11/8/17,"7,962.71","7,720.33","8,001.05","7,719.07",,3.14%
11/7/17,"7,720.33","7,950.62","7,950.79","7,720.33",,-2.90%
11/6/17,"7,950.58","7,930.88","7,981.61","7,911.96",,0.23%
11/3/17,"7,932.48","7,914.83","8,010.66","7,859.73",,0.25%
11/1/17,"7,912.89","7,999.02","8,067.81","7,912.89",,-1.08%
10/31/17,"7,998.90","8,096.71","8,164.62","7,972.18",,-1.20%
10/30/17,"8,096.30","8,284.29","8,284.29","8,039.61",,-2.27%
10/27/17,"8,284.29","8,289.26","8,360.92","8,257.26",,-0.06%
10/26/17,"8,289.26","8,377.57","8,448.89","8,275.57",,-1.05%
10/25/17,"8,377.49","8,288.31","8,393.31","8,235.03",,1.08%
10/24/17,"8,288.27","8,222.67","8,296.97","8,182.93",,0.83%
10/23/17,"8,220.00","8,359.34","8,362.08","8,216.12",,-1.63%
10/20/17,"8,356.42","8,330.26","8,394.06","8,329.74",,0.30%
10/19/17,"8,331.72","8,369.98","8,369.98","8,233.51",,-0.46%
10/18/17,"8,369.98","8,326.42","8,383.53","8,294.64",,0.50%
10/17/17,"8,328.18","8,362.15","8,362.15","8,277.02",,-0.41%
10/16/17,"8,362.15","8,365.01","8,397.13","8,317.61",,-0.06%
10/13/17,"8,367.07","8,390.45","8,432.07","8,324.03",,-0.28%
10/11/17,"8,390.16","8,403.34","8,424.73","8,331.84",,-0.16%
10/10/17,"8,403.34","8,259.12","8,414.25","8,259.12",,1.74%
10/9/17,"8,259.37","8,313.41","8,313.77","8,193.43",,-0.65%
10/6/17,"8,313.41","8,362.80","8,363.41","8,249.12",,-0.59%
10/5/17,"8,362.59","8,315.44","8,473.81","8,315.27",,0.58%
10/4/17,"8,314.24","8,362.78","8,365.09","8,279.49",,-0.58%
10/3/17,"8,362.82","8,117.06","8,362.82","8,113.63",,3.04%
10/2/17,"8,116.35","8,121.90","8,135.90","8,051.51",,-0.07%
9/29/17,"8,121.90","8,005.61","8,133.97","8,005.48",,1.47%
9/28/17,"8,004.55","8,058.86","8,072.91","7,980.85",,-0.62%
9/27/17,"8,054.47","8,136.69","8,170.93","8,006.75",,-0.91%
9/26/17,"8,128.76","8,135.02","8,213.89","8,128.76",,-0.05%
9/25/17,"8,132.61","8,250.36","8,251.32","8,111.15",,-1.46%
9/22/17,"8,252.91","8,256.15","8,285.62","8,186.82",,-0.04%
9/21/17,"8,256.15","8,242.33","8,328.78","8,209.56",,0.17%
9/20/17,"8,242.27","8,264.29","8,321.75","8,150.06",,-0.27%
9/19/17,"8,264.51","8,257.38","8,272.69","8,167.73",,0.09%
9/18/17,"8,257.38","8,215.81","8,288.10","8,207.67",,0.51%
9/15/17,"8,215.23","8,080.63","8,234.30","8,065.89",,1.66%
9/14/17,"8,081.09","8,065.48","8,126.60","8,043.42",,0.18%
9/13/17,"8,066.58","8,036.21","8,116.57","7,987.04",,0.37%
9/12/17,"8,036.62","8,055.90","8,107.56","8,020.15",,-0.24%
9/11/17,"8,055.66","7,900.03","8,097.09","7,900.03",,1.98%
9/8/17,"7,899.45","7,903.36","7,940.85","7,864.97",,-0.05%
9/6/17,"7,903.07","7,764.03","7,933.65","7,764.03",,1.81%
9/5/17,"7,762.27","7,760.85","7,891.92","7,724.37",,0.02%
9/4/17,"7,760.93","7,771.85","7,778.99","7,737.11",,-0.15%
9/1/17,"7,772.22","7,626.15","7,819.09","7,625.91",,1.91%
8/31/17,"7,626.19","7,687.65","7,704.88","7,591.52",,-0.79%
8/30/17,"7,687.15","7,745.73","7,761.16","7,653.80",,-0.75%
8/29/17,"7,745.61","7,689.10","7,745.61","7,621.03",,0.73%
8/28/17,"7,689.18","7,724.97","7,736.44","7,666.37",,-0.46%
8/25/17,"7,724.93","7,750.46","7,784.70","7,695.73",,-0.33%
8/24/17,"7,750.38","7,735.64","7,769.38","7,713.88",,0.18%
8/23/17,"7,736.68","7,675.68","7,744.19","7,673.95",,0.81%
8/22/17,"7,674.81","7,510.17","7,714.79","7,510.17",,2.19%
8/21/17,"7,510.07","7,512.03","7,569.52","7,490.10",,-0.03%
8/18/17,"7,512.45","7,396.77","7,512.45","7,396.77",,1.56%
8/17/17,"7,396.77","7,481.90","7,482.25","7,382.87",,-1.19%
8/16/17,"7,485.69","7,498.71","7,542.98","7,435.71",,-0.18%
8/15/17,"7,499.10","7,483.80","7,566.48","7,482.15",,0.26%
8/14/17,"7,479.45","7,366.81","7,531.45","7,364.25",,1.53%
8/11/17,"7,366.52","7,314.82","7,394.26","7,269.46",,0.71%
8/10/17,"7,314.79","7,366.65","7,366.95","7,257.66",,-0.70%
8/9/17,"7,366.65","7,407.17","7,407.17","7,315.73",,-0.66%
8/8/17,"7,415.36","7,390.79","7,490.79","7,374.01",,0.33%
8/7/17,"7,390.79","7,295.63","7,400.99","7,287.28",,1.30%
8/4/17,"7,295.67","7,316.26","7,351.00","7,272.46",,-0.28%
8/3/17,"7,316.26","7,341.99","7,361.48","7,303.87",,-0.35%
8/2/17,"7,342.17","7,269.14","7,362.19","7,230.98",,0.94%
8/1/17,"7,273.95","7,146.37","7,292.89","7,146.37",,1.79%
7/31/17,"7,146.33","7,119.81","7,156.15","7,098.42",,0.37%
7/28/17,"7,119.68","7,116.66","7,120.47","7,065.65",,0.05%
7/27/17,"7,116.39","7,109.89","7,156.70","7,099.19",,0.10%
7/26/17,"7,108.99","7,172.98","7,203.75","7,095.83",,-0.89%
7/25/17,"7,172.98","7,140.21","7,207.91","7,138.56",,0.46%
7/24/17,"7,140.16","7,130.41","7,151.68","7,103.61",,0.12%
7/21/17,"7,131.37","7,151.40","7,179.85","7,115.81",,-0.29%
7/20/17,"7,152.19","7,135.59","7,207.72","7,135.59",,0.23%
7/19/17,"7,136.11","7,189.19","7,218.17","7,108.75",,-0.74%
7/18/17,"7,188.99","7,158.03","7,188.99","7,125.49",,0.44%
7/17/17,"7,157.58","7,182.91","7,182.91","7,133.47",,-0.37%
7/14/17,"7,184.36","7,156.81","7,203.88","7,148.65",,0.39%
7/13/17,"7,156.65","7,087.53","7,175.05","7,086.72",,0.99%
7/12/17,"7,086.42","6,954.91","7,098.23","6,942.51",,1.94%
7/11/17,"6,951.74","6,838.09","6,955.43","6,823.02",,1.65%
7/10/17,"6,838.57","6,782.40","6,855.23","6,780.36",,0.88%
7/7/17,"6,779.23","6,807.80","6,862.56","6,748.04",,-0.42%
7/6/17,"6,807.80","6,894.92","6,898.26","6,792.56",,-1.25%
7/5/17,"6,894.19","6,895.69","6,930.96","6,832.37",,-0.04%
7/4/17,"6,897.13","6,898.30","6,921.64","6,871.10",,-0.08%
7/3/17,"6,902.79","6,867.89","6,918.75","6,854.12",,0.53%
6/30/17,"6,866.06","6,794.60","6,877.78","6,794.60",,1.04%
6/29/17,"6,795.39","6,747.42","6,799.18","6,719.57",,0.66%
6/28/17,"6,750.59","6,719.85","6,759.55","6,666.41",,0.51%
6/27/17,"6,716.42","6,814.08","6,814.08","6,698.64",,-1.42%
6/26/17,"6,813.36","6,616.17","6,822.77","6,616.17",,3.00%
6/23/17,"6,615.03","6,655.61","6,680.70","6,614.97",,-0.61%
6/22/17,"6,655.61","6,629.80","6,671.95","6,602.64",,0.38%
6/21/17,"6,630.70","6,621.75","6,677.65","6,596.15",,0.14%
6/20/17,"6,621.66","6,782.23","6,782.23","6,617.32",,-2.37%
6/19/17,"6,782.23","6,743.39","6,818.55","6,739.94",,0.53%
6/16/17,"6,746.56","6,735.07","6,757.19","6,683.86",,0.09%
6/14/17,"6,740.35","6,649.26","6,790.84","6,649.26",,1.38%
6/13/17,"6,648.63","6,623.13","6,683.16","6,614.98",,0.43%
6/12/17,"6,620.39","6,672.74","6,676.53","6,544.15",,-0.80%
6/9/17,"6,673.98","6,762.49","6,805.17","6,663.17",,-1.31%
6/8/17,"6,762.59","6,822.22","6,823.81","6,722.77",,-0.92%
6/7/17,"6,825.07","6,745.59","6,851.49","6,745.59",,1.18%
6/6/17,"6,745.50","6,694.59","6,788.37","6,661.90",,0.78%
6/5/17,"6,693.15","6,710.14","6,763.16","6,653.42",,-0.29%
6/2/17,"6,712.42","6,688.35","6,757.19","6,685.41",,0.36%
6/1/17,"6,688.09","6,733.53","6,806.81","6,664.19",,-0.67%
5/31/17,"6,733.49","6,862.05","6,883.69","6,733.21",,-1.87%
5/30/17,"6,862.05","6,812.78","6,868.93","6,811.16",,0.72%
5/29/17,"6,812.78","6,859.09","6,859.09","6,770.31",,-0.75%
5/26/17,"6,864.56","6,701.78","6,873.76","6,701.51",,2.42%
5/25/17,"6,702.09","6,764.65","6,836.36","6,654.81",,-0.95%
5/24/17,"6,766.24","6,696.16","6,908.26","6,694.76",,1.07%
5/23/17,"6,694.52","6,600.78","6,725.54","6,595.06",,1.57%
5/22/17,"6,591.22","6,751.31","6,751.34","6,470.97",,-2.38%
5/19/17,"6,751.78","6,609.09","6,877.27","6,609.09",,2.16%
5/18/17,"6,608.95","7,249.44","7,249.44","6,318.61",,-11.56%
5/17/17,"7,472.46","7,609.83","7,609.83","7,408.98",,-1.85%
5/16/17,"7,612.93","7,603.48","7,625.11","7,541.92",,0.13%
5/15/17,"7,603.41","7,615.65","7,631.24","7,557.82",,-0.16%
5/12/17,"7,615.65","7,523.38","7,616.31","7,523.38",,1.23%
5/11/17,"7,523.38","7,442.55","7,548.48","7,442.55",,1.09%
5/10/17,"7,442.55","7,340.81","7,468.16","7,340.81",,1.39%
5/9/17,"7,340.49","7,292.13","7,378.94","7,290.39",,0.67%
5/8/17,"7,291.34","7,306.51","7,360.16","7,267.11",,-0.21%
5/5/17,"7,306.51","7,208.53","7,310.99","7,208.53",,1.39%
5/4/17,"7,206.11","7,363.11","7,369.04","7,196.42",,-2.11%
5/3/17,"7,361.73","7,452.60","7,458.45","7,320.86",,-1.22%
5/2/17,"7,452.40","7,286.25","7,465.39","7,286.25",,2.28%
4/28/17,"7,286.25","7,240.04","7,286.27","7,197.01",,0.60%
4/27/17,"7,242.59","7,182.85","7,294.28","7,182.85",,0.84%
4/26/17,"7,182.25","7,183.18","7,234.00","7,145.83",,-0.01%
4/25/17,"7,182.66","7,139.81","7,184.18","7,072.61",,0.58%
4/24/17,"7,141.36","7,038.44","7,188.53","7,038.44",,1.47%
4/20/17,"7,038.05","7,080.57","7,143.66","7,007.32",,-0.60%
4/19/17,"7,080.57","7,191.23","7,221.31","7,059.36",,-1.48%
4/18/17,"7,186.60","7,166.14","7,244.01","7,097.68",,0.28%
4/17/17,"7,166.23","6,899.68","7,180.59","6,899.68",,3.88%
4/13/17,"6,898.49","7,074.16","7,074.40","6,898.49",,-2.48%
4/12/17,"7,073.85","7,114.08","7,147.73","7,056.93",,-0.57%
4/11/17,"7,114.09","7,116.35","7,181.82","7,017.47",,-0.03%
